#,,,,,,,,,,
# C 0:0.015:11j,,,,,,,,,,
# Mn 1e-06:0.03:5j,,,,,,,,,,
# Si 1e-06:0.03:5j,,,,,,,,,,
# Cr 1e-06:0.03:5j,,,,,,,,,,
# Ni 1e-06:0.03:5j,,,,,,,,,,
file,macro,C,Mn,Si,Cr,Ni,A1,A1prime,A3,eutectoid
../results/00039.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.015000499999999996,0.03,,,1090.12,hipo
../results/00040.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.02250025,0.000001,,,1200.53,hipo
../results/00041.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.02250025,0.00750075,,,1162.82,hipo
../results/00042.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.02250025,0.015000499999999996,,,1131.55,hipo
../results/00043.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.02250025,0.02250025,,,1104.83,hipo
../results/00044.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.02250025,0.03,,,1081.55,hipo
../results/00045.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.03,0.000001,,,1189.14,hipo
../results/00046.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.03,0.00750075,,,1152.67,hipo
../results/00047.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.03,0.015000499999999996,,,1122.37,hipo
../results/00048.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.03,0.02250025,,,1096.44,hipo
../results/00049.DAT,../macros_thermocalc/macro_1.tcm,0.0,0.000001,0.00750075,0.03,0.03,,,1073.84,hipo
../results/00050.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.000001,0.000001,,,1349.86,hipo
../results/00051.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.000001,0.00750075,,,1271.07,hipo
../results/00052.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.000001,0.015000499999999996,,,1219.1,hipo
../results/00053.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.000001,0.02250025,,,1178.59,hipo
../results/00054.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.000001,0.03,,,1145.12,hipo
../results/00055.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.00750075,0.000001,,,1313.95,hipo
../results/00056.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.00750075,0.00750075,,,1247.73,hipo
../results/00057.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.00750075,0.015000499999999996,,,1200.54,hipo
../results/00058.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.00750075,0.02250025,,,1162.91,hipo
../results/00059.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.00750075,0.03,,,1131.44,hipo
../results/00060.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.015000499999999996,0.000001,,,1287.34,hipo
../results/00061.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.015000499999999996,0.00750075,,,1228.29,hipo
../results/00062.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.015000499999999996,0.015000499999999996,,,1184.51,hipo
../results/00063.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.015000499999999996,0.02250025,,,1149.08,hipo
../results/00064.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.015000499999999996,0.03,,,1119.24,hipo
../results/00065.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.02250025,0.000001,,,1266.3,hipo
../results/00066.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.02250025,0.00750075,,,1211.87,hipo
../results/00067.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.02250025,0.015000499999999996,,,1170.58,hipo
../results/00068.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.02250025,0.02250025,,,1136.87,hipo
../results/00069.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.02250025,0.03,,,1108.33,hipo
../results/00070.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.03,0.000001,,,1249.31,hipo
../results/00071.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.03,0.00750075,,,1197.93,hipo
../results/00072.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.03,0.015000499999999996,,,1158.48,hipo
../results/00073.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.03,0.02250025,,,1126.09,hipo
../results/00074.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.015000499999999996,0.03,0.03,,,1098.58,hipo
../results/00075.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.000001,0.000001,,,,
../results/00076.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.000001,0.00750075,1293.82,,,
../results/00077.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.000001,0.015000499999999996,,,1302.4,hipo
../results/00078.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.000001,0.02250025,,,1240.02,hipo
../results/00079.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.000001,0.03,,,1194.11,hipo
../results/00080.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.00750075,0.000001,,,,
../results/00081.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.00750075,0.00750075,,,1360.8,hipo
../results/00082.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.00750075,0.015000499999999996,,,1272.7,hipo
../results/00083.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.00750075,0.02250025,,,1217.94,hipo
../results/00084.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.00750075,0.03,,,1175.95,hipo
../results/00085.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.015000499999999996,0.000001,1473.0,,,
../results/00086.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.015000499999999996,0.00750075,,,1321.48,hipo
../results/00087.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.015000499999999996,0.015000499999999996,,,1248.88,hipo
../results/00088.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.015000499999999996,0.02250025,,,1199.15,hipo
../results/00089.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.015000499999999996,0.03,,,1160.08,hipo
../results/00090.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.02250025,0.000001,1346.88,,,
../results/00091.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.02250025,0.00750075,,,1293.55,hipo
../results/00092.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.02250025,0.015000499999999996,,,1229.17,hipo
../results/00093.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.02250025,0.02250025,,,1182.98,hipo
../results/00094.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.02250025,0.03,,,1146.13,hipo
../results/00095.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.03,0.000001,1318.96,,,
../results/00096.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.03,0.00750075,,,1271.97,hipo
../results/00097.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.03,0.015000499999999996,,,1212.65,hipo
../results/00098.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.03,0.02250025,,,1169.0,hipo
../results/00099.DAT,../macros_thermocalc/macro_2.tcm,0.0,0.000001,0.02250025,0.03,0.03,,,1133.85,hipo
../results/00100.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.000001,0.000001,,,,
../results/00101.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.000001,0.00750075,,,,
../results/00102.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.000001,0.015000499999999996,1275.56,,,
../results/00103.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.000001,0.02250025,,,1371.28,hipo
../results/00104.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.000001,0.03,,,1277.66,hipo
../results/00105.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.00750075,0.000001,,,,
../results/00106.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.00750075,0.00750075,,,,
../results/00107.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.00750075,0.015000499999999996,1239.95,,,
../results/00108.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.00750075,0.02250025,,,1322.41,hipo
../results/00109.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.00750075,0.03,,,1249.69,hipo
../results/00110.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.015000499999999996,0.000001,,,,
../results/00111.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.015000499999999996,0.00750075,1473.0,,,
../results/00112.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.015000499999999996,0.015000499999999996,1213.01,,,
../results/00113.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.015000499999999996,0.02250025,,,1289.34,hipo
../results/00114.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.015000499999999996,0.03,,,1226.75,hipo
../results/00115.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.02250025,0.000001,,,,
../results/00116.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.02250025,0.00750075,1330.07,,,
../results/00117.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.02250025,0.015000499999999996,,,1361.71,hipo
../results/00118.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.02250025,0.02250025,,,1263.9,hipo
../results/00119.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.02250025,0.03,,,1207.49,hipo
../results/00120.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.03,0.000001,,,,
../results/00121.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.03,0.00750075,1297.98,,,
../results/00122.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.03,0.015000499999999996,,,1325.71,hipo
../results/00123.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.03,0.02250025,,,1243.44,hipo
../results/00124.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.000001,0.03,0.03,0.03,,,1191.13,hipo
../results/00125.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.000001,0.000001,,,1151.37,hipo
../results/00126.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.000001,0.00750075,,,1124.53,hipo
../results/00127.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.000001,0.015000499999999996,,,1101.18,hipo
../results/00128.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.000001,0.02250025,,,1080.59,hipo
../results/00129.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.000001,0.03,,,1062.27,hipo
../results/00130.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.00750075,0.000001,,,1141.03,hipo
../results/00131.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.00750075,0.00750075,,,1115.19,hipo
../results/00132.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.00750075,0.015000499999999996,,,1092.66,hipo
../results/00133.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.00750075,0.02250025,,,1072.77,hipo
../results/00134.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.00750075,0.03,,,1055.04,hipo
../results/00135.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.015000499999999996,0.000001,,,1131.84,hipo
../results/00136.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.015000499999999996,0.00750075,,,1106.79,hipo
../results/00137.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.015000499999999996,0.015000499999999996,,,1084.93,hipo
../results/00138.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.015000499999999996,0.02250025,,,1065.62,hipo
../results/00139.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.015000499999999996,0.03,,,1048.39,hipo
../results/00140.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.02250025,0.000001,,,1123.7,hipo
../results/00141.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.02250025,0.00750075,,,1099.27,hipo
../results/00142.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.02250025,0.015000499999999996,,,1077.95,hipo
../results/00143.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.02250025,0.02250025,,,1059.11,hipo
../results/00144.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.02250025,0.03,,,1042.31,hipo
../results/00145.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.03,0.000001,,,1116.58,hipo
../results/00146.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.03,0.00750075,,,1092.6,hipo
../results/00147.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.03,0.015000499999999996,,,1071.69,hipo
../results/00148.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.03,0.02250025,,,1053.22,hipo
../results/00149.DAT,../macros_thermocalc/macro_3.tcm,0.0,0.00750075,0.000001,0.03,0.03,,,1036.76,hipo
../results/00150.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.000001,0.000001,,,1199.01,hipo
../results/00151.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.000001,0.00750075,,,1163.44,hipo
../results/00152.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.000001,0.015000499999999996,,,1133.55,hipo
../results/00153.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.000001,0.02250025,,,1107.83,hipo
../results/00154.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.000001,0.03,,,1085.33,hipo
../results/00155.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.00750075,0.000001,,,1184.05,hipo
../results/00156.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.00750075,0.00750075,,,1150.43,hipo
../results/00157.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.00750075,0.015000499999999996,,,1122.0,hipo
../results/00158.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.00750075,0.02250025,,,1097.44,hipo
../results/00159.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.00750075,0.03,,,1075.89,hipo
../results/00160.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.015000499999999996,0.000001,,,1171.0,hipo
../results/00161.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.015000499999999996,0.00750075,,,1138.9,hipo
../results/00162.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.015000499999999996,0.015000499999999996,,,1111.65,hipo
../results/00163.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.015000499999999996,0.02250025,,,1088.04,hipo
../results/00164.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.015000499999999996,0.03,,,1067.29,hipo
../results/00165.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.02250025,0.000001,,,1159.61,hipo
../results/00166.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.02250025,0.00750075,,,1128.69,hipo
../results/00167.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.02250025,0.015000499999999996,,,1102.39,hipo
../results/00168.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.02250025,0.02250025,,,1079.56,hipo
../results/00169.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.02250025,0.03,,,1059.47,hipo
../results/00170.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.03,0.000001,,,1149.73,hipo
../results/00171.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.03,0.00750075,,,1119.69,hipo
../results/00172.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.03,0.015000499999999996,,,1094.12,hipo
../results/00173.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.03,0.02250025,,,1071.92,hipo
../results/00174.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.00750075,0.03,0.03,,,1052.38,hipo
../results/00175.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.000001,0.000001,,,1261.76,hipo
../results/00176.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.000001,0.00750075,,,1212.46,hipo
../results/00177.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.000001,0.015000499999999996,,,1173.55,hipo
../results/00178.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.000001,0.02250025,,,1141.24,hipo
../results/00179.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.000001,0.03,,,1113.62,hipo
../results/00180.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.00750075,0.000001,,,1240.07,hipo
../results/00181.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.00750075,0.00750075,,,1194.79,hipo
../results/00182.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.00750075,0.015000499999999996,,,1158.42,hipo
../results/00183.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.00750075,0.02250025,,,1127.93,hipo
../results/00184.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.00750075,0.03,,,1101.72,hipo
../results/00185.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.015000499999999996,0.000001,,,1221.81,hipo
../results/00186.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.015000499999999996,0.00750075,,,1179.45,hipo
../results/00187.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.015000499999999996,0.015000499999999996,,,1145.04,hipo
../results/00188.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.015000499999999996,0.02250025,,,1116.01,hipo
../results/00189.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.015000499999999996,0.03,,,1090.97,hipo
../results/00190.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.02250025,0.000001,,,1206.28,hipo
../results/00191.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.02250025,0.00750075,,,1166.08,hipo
../results/00192.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.02250025,0.015000499999999996,,,1133.19,hipo
../results/00193.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.02250025,0.02250025,,,1105.35,hipo
../results/00194.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.02250025,0.03,,,1081.26,hipo
../results/00195.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.03,0.000001,,,1193.07,hipo
../results/00196.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.03,0.00750075,,,1154.44,hipo
../results/00197.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.03,0.015000499999999996,,,1122.72,hipo
../results/00198.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.03,0.02250025,,,1095.81,hipo
../results/00199.DAT,../macros_thermocalc/macro_4.tcm,0.0,0.00750075,0.015000499999999996,0.03,0.03,,,1072.5,hipo
../results/00200.DAT,../macros_thermocalc/macro_5.tcm,0.0,0.00750075,0.02250025,0.000001,0.000001,,,1376.66,hipo
../results/00201.DAT,../macros_thermocalc/macro_5.tcm,0.0,0.00750075,0.02250025,0.000001,0.00750075,,,1286.09,hipo
../results/00202.DAT,../macros_thermocalc/macro_5.tcm,0.0,0.00750075,0.02250025,0.000001,0.015000499999999996,,,1230.01,hipo
