file,BCC_A2,FCC_A1,CEMENTITE,Tinf,Tsup
../results/00425.DAT,True,True,False,673.0,1473.0
../results/00426.DAT,True,True,False,673.0,1473.0
../results/00427.DAT,True,True,False,673.0,1473.0
../results/00428.DAT,True,True,False,673.0,1473.0
../results/00429.DAT,True,True,False,673.0,1473.0
../results/00430.DAT,True,True,False,673.0,1473.0
../results/00431.DAT,True,True,False,673.0,1473.0
../results/00432.DAT,True,True,False,673.0,1473.0
../results/00433.DAT,True,True,False,673.0,1473.0
../results/00434.DAT,True,True,False,673.0,1473.0
../results/00435.DAT,True,True,False,673.0,1473.0
../results/00436.DAT,True,True,False,673.0,1473.0
../results/00437.DAT,True,True,False,673.0,1473.0
../results/00438.DAT,True,True,False,673.0,1473.0
../results/00439.DAT,True,True,False,673.0,1473.0
../results/00440.DAT,True,True,False,673.0,1473.0
../results/00441.DAT,True,True,False,673.0,1473.0
../results/00442.DAT,True,True,False,673.0,1473.0
../results/00443.DAT,True,True,False,673.0,1473.0
../results/00444.DAT,True,True,False,673.0,1473.0
../results/00445.DAT,True,True,False,673.0,1473.0
../results/00446.DAT,True,True,False,673.0,1473.0
../results/00447.DAT,True,True,False,673.0,1473.0
../results/00448.DAT,True,True,False,673.0,1473.0
../results/00449.DAT,True,True,False,673.0,1473.0
../results/00450.DAT,True,True,False,673.0,1473.0
../results/00451.DAT,True,True,False,673.0,1473.0
../results/00452.DAT,True,True,False,673.0,1473.0
../results/00453.DAT,True,True,False,673.0,1473.0
../results/00454.DAT,True,True,False,673.0,1473.0
../results/00455.DAT,True,True,False,673.0,1473.0
../results/00456.DAT,True,True,False,673.0,1473.0
../results/00457.DAT,True,True,False,673.0,1473.0
../results/00458.DAT,True,True,False,673.0,1473.0
../results/00459.DAT,True,True,False,673.0,1473.0
../results/00460.DAT,True,True,False,673.0,1473.0
../results/00461.DAT,True,True,False,673.0,1473.0
../results/00462.DAT,True,True,False,673.0,1473.0
../results/00463.DAT,True,True,False,673.0,1473.0
../results/00464.DAT,True,True,False,673.0,1473.0
../results/00465.DAT,True,True,False,673.0,1473.0
../results/00466.DAT,True,True,False,673.0,1473.0
../results/00467.DAT,True,True,False,673.0,1473.0
../results/00468.DAT,True,True,False,673.0,1473.0
../results/00469.DAT,True,True,False,673.0,1473.0
../results/00470.DAT,True,True,False,673.0,1473.0
../results/00471.DAT,True,True,False,673.0,1473.0
../results/00472.DAT,True,True,False,673.0,1473.0
../results/00473.DAT,True,True,False,673.0,1473.0
../results/00474.DAT,True,True,False,673.0,1473.0
../results/00475.DAT,True,True,False,673.0,1473.0
../results/00476.DAT,True,True,False,673.0,1473.0
../results/00477.DAT,True,True,False,673.0,1473.0
../results/00478.DAT,True,True,False,673.0,1473.0
../results/00479.DAT,True,True,False,673.0,1473.0
../results/00480.DAT,True,True,False,673.0,1473.0
../results/00481.DAT,True,True,False,673.0,1473.0
../results/00482.DAT,True,True,False,673.0,1473.0
../results/00483.DAT,True,True,False,673.0,1473.0
../results/00484.DAT,True,True,False,673.0,1473.0
../results/00485.DAT,True,True,False,673.0,1473.0
../results/00486.DAT,True,True,False,673.0,1473.0
../results/00487.DAT,True,True,False,673.0,1473.0
../results/00488.DAT,True,True,False,673.0,1473.0
../results/00489.DAT,True,True,False,673.0,1473.0
../results/00490.DAT,True,True,False,673.0,1473.0
../results/00491.DAT,True,True,False,673.0,1473.0
../results/00492.DAT,True,True,False,673.0,1473.0
../results/00493.DAT,True,True,False,673.0,1473.0
../results/00494.DAT,True,True,False,673.0,1473.0
../results/00495.DAT,True,True,False,673.0,1473.0
../results/00496.DAT,True,True,False,673.0,1473.0
../results/00497.DAT,True,True,False,673.0,1473.0
../results/00498.DAT,True,True,False,673.0,1473.0
../results/00499.DAT,True,True,False,673.0,1473.0
../results/00500.DAT,True,True,False,673.0,1473.0
../results/00501.DAT,True,True,False,673.0,1473.0
../results/00502.DAT,True,True,False,673.0,1473.0
../results/00503.DAT,True,True,False,673.0,1473.0
../results/00504.DAT,True,True,False,673.0,1473.0
../results/00505.DAT,True,True,False,673.0,1473.0
../results/00506.DAT,True,True,False,673.0,1473.0
../results/00507.DAT,True,True,False,673.0,1473.0
../results/00508.DAT,True,True,False,673.0,1473.0
../results/00509.DAT,True,True,False,673.0,1473.0
../results/00510.DAT,True,True,False,673.0,1473.0
../results/00511.DAT,True,True,False,673.0,1473.0
../results/00512.DAT,True,True,False,673.0,1473.0
../results/00513.DAT,True,True,False,673.0,1473.0
../results/00514.DAT,True,True,False,673.0,1473.0
../results/00515.DAT,True,True,False,673.0,1473.0
../results/00516.DAT,True,True,False,673.0,1473.0
../results/00517.DAT,True,True,False,673.0,1473.0
../results/00518.DAT,True,True,False,673.0,1473.0
../results/00519.DAT,True,True,False,673.0,1473.0
../results/00520.DAT,True,True,False,673.0,1473.0
../results/00521.DAT,True,True,False,673.0,1473.0
../results/00522.DAT,True,True,False,673.0,1473.0
../results/00523.DAT,True,True,False,673.0,1473.0
../results/00524.DAT,True,True,False,673.0,1473.0
../results/00525.DAT,True,True,False,673.0,1473.0
../results/00526.DAT,True,True,False,673.0,1473.0
../results/00527.DAT,True,True,False,673.0,1473.0
../results/00528.DAT,True,True,False,673.0,1473.0
../results/00529.DAT,True,True,False,673.0,1473.0
../results/00530.DAT,True,True,False,673.0,1473.0
../results/00531.DAT,True,True,False,673.0,1473.0
../results/00532.DAT,True,True,False,673.0,1473.0
../results/00533.DAT,True,True,False,673.0,1473.0
../results/00534.DAT,True,True,False,673.0,1473.0
../results/00535.DAT,True,True,False,673.0,1473.0
../results/00536.DAT,True,True,False,673.0,1473.0
../results/00537.DAT,True,True,False,673.0,1473.0
../results/00538.DAT,True,True,False,673.0,1473.0
../results/00539.DAT,True,True,False,673.0,1473.0
../results/00540.DAT,True,True,False,673.0,1473.0
../results/00541.DAT,True,True,False,673.0,1473.0
../results/00542.DAT,True,True,False,673.0,1473.0
../results/00543.DAT,True,True,False,673.0,1473.0
../results/00544.DAT,True,True,False,673.0,1473.0
../results/00545.DAT,True,True,False,673.0,1473.0
../results/00546.DAT,True,True,False,673.0,1473.0
../results/00547.DAT,True,True,False,673.0,1473.0
../results/00548.DAT,True,True,False,673.0,1473.0
../results/00549.DAT,True,True,False,673.0,1473.0
../results/00550.DAT,True,True,False,673.0,1473.0
../results/00551.DAT,True,True,False,673.0,1473.0
../results/00552.DAT,True,True,False,673.0,1473.0
../results/00553.DAT,True,True,False,673.0,1473.0
