file,C,Mn,Si,Cr,Ni,A1,A1prime,A3,eutectoid
../results/RANDOM_COMPOSITIONS_DATABASE_00000.DAT,1.025499982777526,0.7482162150123607,2.74910964436626,1.6699376053487502,1.3003059349998995,1003.47,1053.91,1216.76,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00001.DAT,1.337619760746268,0.5841565325350468,1.7754887633645855,0.10994347012899196,0.4159987599012928,1013.82,1034.65,1252.11,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00002.DAT,0.10488179383110012,0.5242117038283439,0.8668136916771915,1.803133533201316,1.086750067899031,990.889,1012.25,1101.74,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00003.DAT,0.8870752063634566,0.9246699294578196,1.086279316129639,1.7306630299004897,2.4438561114470256,896.865,998.012,1160.88,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00004.DAT,0.10046745721357847,1.199083764194811,0.012987723493021576,1.5736346741285332,0.6702558035833014,956.015,991.289,1068.97,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00005.DAT,1.4296899534967202,2.5667121798245867,0.11864904701784075,0.9346912130590028,0.30790939248216376,960.626,983.737,1266.86,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00006.DAT,0.1301671918033807,2.2943570977415813,2.3608656560459678,0.7138613695551591,1.067891948039856,873.019,975.069,1101.89,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00007.DAT,0.4845677486492312,1.175503062797036,2.8578883245517344,1.2278500978279248,2.127157143284093,923.683,1035.14,1036.66,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00008.DAT,1.2226804121632069,2.0286380576298733,0.9237501346930964,0.4457908323977945,0.3372527151217696,973.483,999.929,1210.12,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00009.DAT,0.5164430789688725,2.252717159020852,1.6985701433826337,1.892595527913248,0.2536973190006205,969.602,1023.03,1050.66,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00010.DAT,0.3323791808657405,0.3707886762853152,1.6987867272550763,0.0815996318281117,2.137396276799296,946.984,994.05,1065.7,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00011.DAT,0.9964869717841842,0.8481420909815129,1.0868160386792418,1.7505001981045072,2.3612267115059207,910.06,999.007,1192.27,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00012.DAT,0.5953581578006859,1.5593922755873115,0.7380422872894931,1.101703805913438,0.1628751522461902,978.974,1010.46,1026.12,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00013.DAT,0.35793489736018513,1.8054497821039996,2.3867264616993,1.0531038650786717,1.5254348158686808,906.46,1011.99,1046.42,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00014.DAT,0.9506915414548494,1.4516008416289683,1.6663135264365538,1.069420350965434,0.02847557126076672,1006.65,1029.8,1156.86,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00015.DAT,0.22366302032930324,0.4661999945649585,0.8301273186215601,2.042003940527843,0.2293144810502024,1021.51,1035.56,1093.03,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00016.DAT,1.1518001300162388,1.5115932867170292,1.1301354738036342,2.273671887493091,1.9025690599820144,911.851,998.876,1248.09,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00017.DAT,0.9111441525745668,1.5454688410147768,1.613726628714276,0.9470423648069644,1.025957005884885,961.84,1013.29,1144.36,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00018.DAT,1.4080632999478184,1.868385180797488,2.43579314495054,2.3026812971824984,2.50563616513138,845.499,1013.94,1334.05,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00019.DAT,0.5869572408742725,2.780229452199924,2.8797190610488803,1.4755315203802295,2.5895791902828527,,1005.58,1088.02,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00020.DAT,0.4861453666537637,2.9712988942697813,1.3284638441696612,1.9095762745133176,2.2664234852379326,,982.78,1048.0,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00021.DAT,1.1639924617849673,1.855592132945557,0.3005294864556161,2.9418344589074805,2.0720152759688983,857.298,982.94,1255.15,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00022.DAT,1.3974031269573857,0.12001970940081685,0.3981241685625444,1.560000234330396,2.9452185404358104,897.692,982.502,1285.1,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00023.DAT,0.9332703485782292,0.4612871862845964,0.4007428026056576,2.6447686924974056,0.6484419996978071,996.751,1019.27,1183.59,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00024.DAT,0.9556830025577264,0.9101664841178038,0.8663780288672457,1.8812200135725496,1.8690242279103602,934.773,1001.72,1178.65,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00025.DAT,0.2003151363177784,0.30428863637639736,0.764129029539546,0.8202987650915191,0.5332200293070625,1002.61,1014.63,1106.67,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00026.DAT,1.3944023207110718,1.404360987149433,0.1254795786638504,1.8476976317604348,2.210520653629418,883.588,976.474,1283.26,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00027.DAT,0.06903411084265554,2.8509664319155146,0.049943630623489936,1.0483203609523462,0.3967249531761207,,937.376,1043.61,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00028.DAT,0.1789766945616889,2.106679503729885,0.2418067044361836,0.08146663983943603,1.2051309721227206,,941.816,1037.75,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00029.DAT,0.4596826486350272,2.7701634006493125,1.4734399864448866,2.726710918444326,1.9450159565773435,,994.383,1071.75,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00030.DAT,1.4948629305409344,1.0533242717653408,1.3659771742406794,2.863439902717247,2.01426848884368,930.748,1007.97,1347.88,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00031.DAT,0.09367476902438587,1.152613207006976,1.7713107976501514,2.6306184618967627,1.6637267972202259,924.183,1004.48,1086.7,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00032.DAT,0.741530544508527,2.5314570941155177,0.5943193637905262,1.8549157156002911,2.7216013073001784,,972.233,1116.9,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00033.DAT,1.1500143587511975,2.9850880998965774,1.5135767575868826,0.13295514624018567,0.32893555914883155,960.362,998.336,1192.7,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00034.DAT,0.34105564309045183,1.8513772135725892,0.9276110691374834,1.1361623681139894,1.074208068569832,910.837,994.121,1023.49,hipo
../results/RANDOM_COMPOSITIONS_DATABASE_00035.DAT,1.1699380801218726,1.4588432055526488,2.9601261730243413,2.1267901074480284,0.9080186285457508,1008.1,1058.53,1268.39,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00036.DAT,1.0548737319515311,2.555747457811523,1.5915508663004576,1.4952333986676583,0.0028516064114795237,985.653,1016.19,1201.49,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00037.DAT,1.281000047098996,0.04170152215864453,2.2524287955962667,1.0349126630452077,1.009032513804943,1021.96,1051.88,1263.52,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00038.DAT,1.0577934943269929,0.5304908512005492,0.5159779217423633,2.124451080395641,1.4248733628960448,965.378,1005.77,1205.83,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00039.DAT,0.5414593798565385,0.3502562112718333,0.5796133183188875,1.5277240886405412,0.6480891964605708,998.482,1023.19,1028.67,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00040.DAT,0.5264457984105253,1.4158619862841029,1.404692049150308,2.224161150976655,1.31546236937878,942.057,1018.68,1068.27,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00041.DAT,1.0016119580654492,1.269323105888577,1.8580771643317635,2.6612532739352583,1.757269828555189,941.496,1021.18,1229.38,hiper
../results/RANDOM_COMPOSITIONS_DATABASE_00042.DAT,1.4800056265257209,0.7346434703405905,2.520282424731505,0.6751828554375269,1.1573896256316156,1004.65,1047.26,1314.44,hiper
