C,Mn,Si,Cr,Ni,A3
0.0,9.999999999999999e-05,1.5000499999999997,0.7500749999999999,3.0,858.2900000000001
0.0,9.999999999999999e-05,1.5000499999999997,1.5000499999999997,9.999999999999999e-05,1014.1899999999999
0.0,9.999999999999999e-05,1.5000499999999997,1.5000499999999997,0.7500749999999999,955.14
0.0,9.999999999999999e-05,1.5000499999999997,1.5000499999999997,1.5000499999999997,911.36
0.0,9.999999999999999e-05,1.5000499999999997,1.5000499999999997,2.250025,875.93
0.0,9.999999999999999e-05,1.5000499999999997,1.5000499999999997,3.0,846.09
0.0,9.999999999999999e-05,1.5000499999999997,2.250025,9.999999999999999e-05,993.15
0.0,9.999999999999999e-05,1.5000499999999997,2.250025,0.7500749999999999,938.7199999999999
0.0,9.999999999999999e-05,1.5000499999999997,2.250025,1.5000499999999997,897.43
0.0,9.999999999999999e-05,1.5000499999999997,2.250025,2.250025,863.7199999999999
0.0,9.999999999999999e-05,1.5000499999999997,2.250025,3.0,835.18
0.0,9.999999999999999e-05,1.5000499999999997,3.0,9.999999999999999e-05,976.16
0.0,9.999999999999999e-05,1.5000499999999997,3.0,0.7500749999999999,924.7800000000001
0.0,9.999999999999999e-05,1.5000499999999997,3.0,1.5000499999999997,885.33
0.0,9.999999999999999e-05,1.5000499999999997,3.0,2.250025,852.9399999999999
0.0,9.999999999999999e-05,1.5000499999999997,3.0,3.0,825.43
0.0,9.999999999999999e-05,2.250025,9.999999999999999e-05,1.5000499999999997,1029.25
0.0,9.999999999999999e-05,2.250025,9.999999999999999e-05,2.250025,966.87
0.0,9.999999999999999e-05,2.250025,9.999999999999999e-05,3.0,920.9599999999999
0.0,9.999999999999999e-05,2.250025,0.7500749999999999,0.7500749999999999,1087.65
0.0,9.999999999999999e-05,2.250025,0.7500749999999999,1.5000499999999997,999.5500000000001
0.0,9.999999999999999e-05,2.250025,0.7500749999999999,2.250025,944.7900000000001
0.0,9.999999999999999e-05,2.250025,0.7500749999999999,3.0,902.8000000000001
0.0,9.999999999999999e-05,2.250025,1.5000499999999997,0.7500749999999999,1048.33
0.0,9.999999999999999e-05,2.250025,1.5000499999999997,1.5000499999999997,975.7300000000001
0.0,9.999999999999999e-05,2.250025,1.5000499999999997,2.250025,926.0000000000001
0.0,9.999999999999999e-05,2.250025,1.5000499999999997,3.0,886.93
0.0,9.999999999999999e-05,2.250025,2.250025,0.7500749999999999,1020.4
0.0,9.999999999999999e-05,2.250025,2.250025,1.5000499999999997,956.0200000000001
0.0,9.999999999999999e-05,2.250025,2.250025,2.250025,909.83
0.0,9.999999999999999e-05,2.250025,2.250025,3.0,872.9800000000001
0.0,9.999999999999999e-05,2.250025,3.0,0.7500749999999999,998.82
0.0,9.999999999999999e-05,2.250025,3.0,1.5000499999999997,939.5000000000001
0.0,9.999999999999999e-05,2.250025,3.0,2.250025,895.85
0.0,9.999999999999999e-05,2.250025,3.0,3.0,860.6999999999999
0.0,9.999999999999999e-05,3.0,9.999999999999999e-05,2.250025,1098.13
0.0,9.999999999999999e-05,3.0,9.999999999999999e-05,3.0,1004.5100000000001
0.0,9.999999999999999e-05,3.0,0.7500749999999999,2.250025,1049.2600000000002
0.0,9.999999999999999e-05,3.0,0.7500749999999999,3.0,976.5400000000001
0.0,9.999999999999999e-05,3.0,1.5000499999999997,2.250025,1016.1899999999999
0.0,9.999999999999999e-05,3.0,1.5000499999999997,3.0,953.6
0.0,9.999999999999999e-05,3.0,2.250025,1.5000499999999997,1088.56
0.0,9.999999999999999e-05,3.0,2.250025,2.250025,990.7500000000001
0.0,9.999999999999999e-05,3.0,2.250025,3.0,934.34
0.0,9.999999999999999e-05,3.0,3.0,1.5000499999999997,1052.56
0.0,9.999999999999999e-05,3.0,3.0,2.250025,970.2900000000001
0.0,9.999999999999999e-05,3.0,3.0,3.0,917.9800000000001
0.0,0.7500749999999999,9.999999999999999e-05,9.999999999999999e-05,9.999999999999999e-05,878.2199999999999
0.0,0.7500749999999999,9.999999999999999e-05,9.999999999999999e-05,0.7500749999999999,851.38
0.0,0.7500749999999999,9.999999999999999e-05,9.999999999999999e-05,1.5000499999999997,828.0300000000001
0.0,0.7500749999999999,9.999999999999999e-05,9.999999999999999e-05,2.250025,807.4399999999999
0.0,0.7500749999999999,9.999999999999999e-05,9.999999999999999e-05,3.0,789.12
0.0,0.7500749999999999,9.999999999999999e-05,0.7500749999999999,9.999999999999999e-05,867.88
0.0,0.7500749999999999,9.999999999999999e-05,0.7500749999999999,0.7500749999999999,842.0400000000001
0.0,0.7500749999999999,9.999999999999999e-05,0.7500749999999999,1.5000499999999997,819.5100000000001
0.0,0.7500749999999999,9.999999999999999e-05,0.7500749999999999,2.250025,799.62
0.0,0.7500749999999999,9.999999999999999e-05,0.7500749999999999,3.0,781.89
0.0,0.7500749999999999,9.999999999999999e-05,1.5000499999999997,9.999999999999999e-05,858.6899999999999
0.0,0.7500749999999999,9.999999999999999e-05,1.5000499999999997,0.7500749999999999,833.64
0.0,0.7500749999999999,9.999999999999999e-05,1.5000499999999997,1.5000499999999997,811.7800000000001
0.0,0.7500749999999999,9.999999999999999e-05,1.5000499999999997,2.250025,792.4699999999999
0.0,0.7500749999999999,9.999999999999999e-05,1.5000499999999997,3.0,775.2400000000001
0.0,0.7500749999999999,9.999999999999999e-05,2.250025,9.999999999999999e-05,850.5500000000001
0.0,0.7500749999999999,9.999999999999999e-05,2.250025,0.7500749999999999,826.12
0.0,0.7500749999999999,9.999999999999999e-05,2.250025,1.5000499999999997,804.8000000000001
0.0,0.7500749999999999,9.999999999999999e-05,2.250025,2.250025,785.9599999999999
0.0,0.7500749999999999,9.999999999999999e-05,2.250025,3.0,769.16
0.0,0.7500749999999999,9.999999999999999e-05,3.0,9.999999999999999e-05,843.43
0.0,0.7500749999999999,9.999999999999999e-05,3.0,0.7500749999999999,819.4499999999999
0.0,0.7500749999999999,9.999999999999999e-05,3.0,1.5000499999999997,798.5400000000001
0.0,0.7500749999999999,9.999999999999999e-05,3.0,2.250025,780.07
0.0,0.7500749999999999,9.999999999999999e-05,3.0,3.0,763.61
0.0,0.7500749999999999,0.7500749999999999,9.999999999999999e-05,9.999999999999999e-05,925.86
0.0,0.7500749999999999,0.7500749999999999,9.999999999999999e-05,0.7500749999999999,890.2900000000001
0.0,0.7500749999999999,0.7500749999999999,9.999999999999999e-05,1.5000499999999997,860.4
0.0,0.7500749999999999,0.7500749999999999,9.999999999999999e-05,2.250025,834.68
0.0,0.7500749999999999,0.7500749999999999,9.999999999999999e-05,3.0,812.18
0.0,0.7500749999999999,0.7500749999999999,0.7500749999999999,9.999999999999999e-05,910.9
0.0,0.7500749999999999,0.7500749999999999,0.7500749999999999,0.7500749999999999,877.2800000000001
0.0,0.7500749999999999,0.7500749999999999,0.7500749999999999,1.5000499999999997,848.85
0.0,0.7500749999999999,0.7500749999999999,0.7500749999999999,2.250025,824.2900000000001
0.0,0.7500749999999999,0.7500749999999999,0.7500749999999999,3.0,802.7400000000001
0.0,0.7500749999999999,0.7500749999999999,1.5000499999999997,9.999999999999999e-05,897.85
0.0,0.7500749999999999,0.7500749999999999,1.5000499999999997,0.7500749999999999,865.7500000000001
0.0,0.7500749999999999,0.7500749999999999,1.5000499999999997,1.5000499999999997,838.5000000000001
0.0,0.7500749999999999,0.7500749999999999,1.5000499999999997,2.250025,814.89
0.0,0.7500749999999999,0.7500749999999999,1.5000499999999997,3.0,794.14
0.0,0.7500749999999999,0.7500749999999999,2.250025,9.999999999999999e-05,886.4599999999999
0.0,0.7500749999999999,0.7500749999999999,2.250025,0.7500749999999999,855.5400000000001
0.0,0.7500749999999999,0.7500749999999999,2.250025,1.5000499999999997,829.2400000000001
0.0,0.7500749999999999,0.7500749999999999,2.250025,2.250025,806.41
0.0,0.7500749999999999,0.7500749999999999,2.250025,3.0,786.32
0.0,0.7500749999999999,0.7500749999999999,3.0,9.999999999999999e-05,876.58
0.0,0.7500749999999999,0.7500749999999999,3.0,0.7500749999999999,846.5400000000001
0.0,0.7500749999999999,0.7500749999999999,3.0,1.5000499999999997,820.9699999999999
0.0,0.7500749999999999,0.7500749999999999,3.0,2.250025,798.7700000000001
0.0,0.7500749999999999,0.7500749999999999,3.0,3.0,779.2300000000001
0.0,0.7500749999999999,1.5000499999999997,9.999999999999999e-05,9.999999999999999e-05,988.61
0.0,0.7500749999999999,1.5000499999999997,9.999999999999999e-05,0.7500749999999999,939.3100000000001
0.0,0.7500749999999999,1.5000499999999997,9.999999999999999e-05,1.5000499999999997,900.4
0.0,0.7500749999999999,1.5000499999999997,9.999999999999999e-05,2.250025,868.09
0.0,0.7500749999999999,1.5000499999999997,9.999999999999999e-05,3.0,840.4699999999999
0.0,0.7500749999999999,1.5000499999999997,0.7500749999999999,9.999999999999999e-05,966.92
0.0,0.7500749999999999,1.5000499999999997,0.7500749999999999,0.7500749999999999,921.64
0.0,0.7500749999999999,1.5000499999999997,0.7500749999999999,1.5000499999999997,885.2700000000001
0.0,0.7500749999999999,1.5000499999999997,0.7500749999999999,2.250025,854.7800000000001
0.0,0.7500749999999999,1.5000499999999997,0.7500749999999999,3.0,828.57
0.0,0.7500749999999999,1.5000499999999997,1.5000499999999997,9.999999999999999e-05,948.66
0.0,0.7500749999999999,1.5000499999999997,1.5000499999999997,0.7500749999999999,906.3000000000001
0.0,0.7500749999999999,1.5000499999999997,1.5000499999999997,1.5000499999999997,871.89
0.0,0.7500749999999999,1.5000499999999997,1.5000499999999997,2.250025,842.86
0.0,0.7500749999999999,1.5000499999999997,1.5000499999999997,3.0,817.82
0.0,0.7500749999999999,1.5000499999999997,2.250025,9.999999999999999e-05,933.13
0.0,0.7500749999999999,1.5000499999999997,2.250025,0.7500749999999999,892.93
0.0,0.7500749999999999,1.5000499999999997,2.250025,1.5000499999999997,860.0400000000001
0.0,0.7500749999999999,1.5000499999999997,2.250025,2.250025,832.1999999999999
0.0,0.7500749999999999,1.5000499999999997,2.250025,3.0,808.11
0.0,0.7500749999999999,1.5000499999999997,3.0,9.999999999999999e-05,919.92
0.0,0.7500749999999999,1.5000499999999997,3.0,0.7500749999999999,881.2900000000001
0.0,0.7500749999999999,1.5000499999999997,3.0,1.5000499999999997,849.57
0.0,0.7500749999999999,1.5000499999999997,3.0,2.250025,822.66
0.0,0.7500749999999999,1.5000499999999997,3.0,3.0,799.35
0.0,0.7500749999999999,2.250025,9.999999999999999e-05,9.999999999999999e-05,1103.5100000000002
0.0,0.7500749999999999,2.250025,9.999999999999999e-05,0.7500749999999999,1012.9399999999999
0.0,0.7500749999999999,2.250025,9.999999999999999e-05,1.5000499999999997,956.86
0.0,0.7500749999999999,2.250025,9.999999999999999e-05,2.250025,913.93
0.0,0.7500749999999999,2.250025,9.999999999999999e-05,3.0,878.7900000000001
0.0,0.7500749999999999,2.250025,0.7500749999999999,9.999999999999999e-05,1060.3899999999999
0.0,0.7500749999999999,2.250025,0.7500749999999999,0.7500749999999999,986.9800000000001
0.0,0.7500749999999999,2.250025,0.7500749999999999,1.5000499999999997,936.4399999999999
0.0,0.7500749999999999,2.250025,0.7500749999999999,2.250025,896.7099999999999
0.0,0.7500749999999999,2.250025,0.7500749999999999,3.0,863.7900000000001
0.0,0.7500749999999999,2.250025,1.5000499999999997,9.999999999999999e-05,1030.04
0.0,0.7500749999999999,2.250025,1.5000499999999997,0.7500749999999999,965.5200000000001
0.0,0.7500749999999999,2.250025,1.5000499999999997,1.5000499999999997,918.86
0.0,0.7500749999999999,2.250025,1.5000499999999997,2.250025,881.57
0.0,0.7500749999999999,2.250025,1.5000499999999997,3.0,850.41
0.0,0.7500749999999999,2.250025,2.250025,9.999999999999999e-05,1006.5200000000001
0.0,0.7500749999999999,2.250025,2.250025,0.7500749999999999,947.4800000000001
0.0,0.7500749999999999,2.250025,2.250025,1.5000499999999997,903.62
0.0,0.7500749999999999,2.250025,2.250025,2.250025,868.2099999999999
0.0,0.7500749999999999,2.250025,2.250025,3.0,838.4599999999999
0.0,0.7500749999999999,2.250025,3.0,9.999999999999999e-05,987.7199999999999
0.0,0.7500749999999999,2.250025,3.0,0.7500749999999999,932.2199999999999
0.0,0.7500749999999999,2.250025,3.0,1.5000499999999997,890.39
0.0,0.7500749999999999,2.250025,3.0,2.250025,856.42
0.0,0.7500749999999999,2.250025,3.0,3.0,827.7900000000001
0.0,0.7500749999999999,3.0,9.999999999999999e-05,1.5000499999999997,1058.5700000000002
0.0,0.7500749999999999,3.0,9.999999999999999e-05,2.250025,987.5200000000001
0.0,0.7500749999999999,3.0,9.999999999999999e-05,3.0,937.4
0.0,0.7500749999999999,3.0,0.7500749999999999,0.7500749999999999,1143.1799999999998
0.0,0.7500749999999999,3.0,0.7500749999999999,1.5000499999999997,1024.42
0.0,0.7500749999999999,3.0,0.7500749999999999,2.250025,963.15
0.0,0.7500749999999999,3.0,0.7500749999999999,3.0,917.5300000000001
0.0,0.7500749999999999,3.0,1.5000499999999997,0.7500749999999999,1085.4099999999999
0.0,0.7500749999999999,3.0,1.5000499999999997,1.5000499999999997,997.8000000000001
0.0,0.7500749999999999,3.0,1.5000499999999997,2.250025,942.6
0.0,0.7500749999999999,3.0,1.5000499999999997,3.0,900.2600000000001
0.0,0.7500749999999999,3.0,2.250025,0.7500749999999999,1051.77
0.0,0.7500749999999999,3.0,2.250025,1.5000499999999997,976.15
0.0,0.7500749999999999,3.0,2.250025,2.250025,925.0500000000001
0.0,0.7500749999999999,3.0,2.250025,3.0,885.17
0.0,0.7500749999999999,3.0,3.0,0.7500749999999999,1027.31
0.0,0.7500749999999999,3.0,3.0,1.5000499999999997,958.2600000000001
0.0,0.7500749999999999,3.0,3.0,2.250025,910.0000000000001
0.0,0.7500749999999999,3.0,3.0,3.0,871.9599999999999
0.0,1.5000499999999997,9.999999999999999e-05,9.999999999999999e-05,9.999999999999999e-05,848.7099999999999
0.0,1.5000499999999997,9.999999999999999e-05,9.999999999999999e-05,0.7500749999999999,825.5600000000001
0.0,1.5000499999999997,9.999999999999999e-05,9.999999999999999e-05,1.5000499999999997,805.2900000000001
0.0,1.5000499999999997,9.999999999999999e-05,9.999999999999999e-05,2.250025,787.33
0.0,1.5000499999999997,9.999999999999999e-05,9.999999999999999e-05,3.0,771.2800000000001
0.0,1.5000499999999997,9.999999999999999e-05,0.7500749999999999,9.999999999999999e-05,839.37
0.0,1.5000499999999997,9.999999999999999e-05,0.7500749999999999,0.7500749999999999,817.0300000000001
0.0,1.5000499999999997,9.999999999999999e-05,0.7500749999999999,1.5000499999999997,797.4399999999999
0.0,1.5000499999999997,9.999999999999999e-05,0.7500749999999999,2.250025,780.0600000000001
0.0,1.5000499999999997,9.999999999999999e-05,0.7500749999999999,3.0,764.5300000000001
0.0,1.5000499999999997,9.999999999999999e-05,1.5000499999999997,9.999999999999999e-05,830.9800000000001
0.0,1.5000499999999997,9.999999999999999e-05,1.5000499999999997,0.7500749999999999,809.3000000000001
0.0,1.5000499999999997,9.999999999999999e-05,1.5000499999999997,1.5000499999999997,790.2700000000001
0.0,1.5000499999999997,9.999999999999999e-05,1.5000499999999997,2.250025,773.39
0.0,1.5000499999999997,9.999999999999999e-05,1.5000499999999997,3.0,758.2900000000001
0.0,1.5000499999999997,9.999999999999999e-05,2.250025,9.999999999999999e-05,823.4900000000001
0.0,1.5000499999999997,9.999999999999999e-05,2.250025,0.7500749999999999,802.32
0.0,1.5000499999999997,9.999999999999999e-05,2.250025,1.5000499999999997,783.7500000000001
0.0,1.5000499999999997,9.999999999999999e-05,2.250025,2.250025,767.2800000000001
0.0,1.5000499999999997,9.999999999999999e-05,2.250025,3.0,752.5400000000001
0.0,1.5000499999999997,9.999999999999999e-05,3.0,9.999999999999999e-05,816.85
0.0,1.5000499999999997,9.999999999999999e-05,3.0,0.7500749999999999,796.07
0.0,1.5000499999999997,9.999999999999999e-05,3.0,1.5000499999999997,777.86
0.0,1.5000499999999997,9.999999999999999e-05,3.0,2.250025,761.7099999999999
0.0,1.5000499999999997,9.999999999999999e-05,3.0,3.0,747.28
0.0,1.5000499999999997,0.7500749999999999,9.999999999999999e-05,9.999999999999999e-05,886.18
0.0,1.5000499999999997,0.7500749999999999,9.999999999999999e-05,0.7500749999999999,856.7700000000001
0.0,1.5000499999999997,0.7500749999999999,9.999999999999999e-05,1.5000499999999997,831.5500000000001
0.0,1.5000499999999997,0.7500749999999999,9.999999999999999e-05,2.250025,809.5600000000001
0.0,1.5000499999999997,0.7500749999999999,9.999999999999999e-05,3.0,790.17
0.0,1.5000499999999997,0.7500749999999999,0.7500749999999999,9.999999999999999e-05,873.42
0.0,1.5000499999999997,0.7500749999999999,0.7500749999999999,0.7500749999999999,845.4
0.0,1.5000499999999997,0.7500749999999999,0.7500749999999999,1.5000499999999997,821.2800000000001
0.0,1.5000499999999997,0.7500749999999999,0.7500749999999999,2.250025,800.1999999999999
0.0,1.5000499999999997,0.7500749999999999,0.7500749999999999,3.0,781.57
0.0,1.5000499999999997,0.7500749999999999,1.5000499999999997,9.999999999999999e-05,862.11
0.0,1.5000499999999997,0.7500749999999999,1.5000499999999997,0.7500749999999999,835.1899999999999
0.0,1.5000499999999997,0.7500749999999999,1.5000499999999997,1.5000499999999997,811.9800000000001
0.0,1.5000499999999997,0.7500749999999999,1.5000499999999997,2.250025,791.67
0.0,1.5000499999999997,0.7500749999999999,1.5000499999999997,3.0,773.68
0.0,1.5000499999999997,0.7500749999999999,2.250025,9.999999999999999e-05,852.09
0.0,1.5000499999999997,0.7500749999999999,2.250025,0.7500749999999999,826.0600000000001
0.0,1.5000499999999997,0.7500749999999999,2.250025,1.5000499999999997,803.58
0.0,1.5000499999999997,0.7500749999999999,2.250025,2.250025,783.89
0.0,1.5000499999999997,0.7500749999999999,2.250025,3.0,766.4599999999999
0.0,1.5000499999999997,0.7500749999999999,3.0,9.999999999999999e-05,843.2700000000001
0.0,1.5000499999999997,0.7500749999999999,3.0,0.7500749999999999,817.91
0.0,1.5000499999999997,0.7500749999999999,3.0,1.5000499999999997,796.0200000000001
0.0,1.5000499999999997,0.7500749999999999,3.0,2.250025,776.84
0.0,1.5000499999999997,0.7500749999999999,3.0,3.0,759.86
0.0,1.5000499999999997,1.5000499999999997,9.999999999999999e-05,9.999999999999999e-05,932.62
0.0,1.5000499999999997,1.5000499999999997,9.999999999999999e-05,0.7500749999999999,894.92
0.0,1.5000499999999997,1.5000499999999997,9.999999999999999e-05,1.5000499999999997,863.5300000000001
0.0,1.5000499999999997,1.5000499999999997,9.999999999999999e-05,2.250025,836.6899999999999
0.0,1.5000499999999997,1.5000499999999997,9.999999999999999e-05,3.0,813.35
0.0,1.5000499999999997,1.5000499999999997,0.7500749999999999,9.999999999999999e-05,915.7099999999999
0.0,1.5000499999999997,1.5000499999999997,0.7500749999999999,0.7500749999999999,880.2700000000001
0.0,1.5000499999999997,1.5000499999999997,0.7500749999999999,1.5000499999999997,850.5500000000001
0.0,1.5000499999999997,1.5000499999999997,0.7500749999999999,2.250025,825.0200000000001
0.0,1.5000499999999997,1.5000499999999997,0.7500749999999999,3.0,802.7400000000001
0.0,1.5000499999999997,1.5000499999999997,1.5000499999999997,9.999999999999999e-05,900.9599999999999
0.0,1.5000499999999997,1.5000499999999997,1.5000499999999997,0.7500749999999999,867.2900000000001
0.0,1.5000499999999997,1.5000499999999997,1.5000499999999997,1.5000499999999997,838.91
0.0,1.5000499999999997,1.5000499999999997,1.5000499999999997,2.250025,814.4599999999999
0.0,1.5000499999999997,1.5000499999999997,1.5000499999999997,3.0,793.07
0.0,1.5000499999999997,1.5000499999999997,2.250025,9.999999999999999e-05,888.08
0.0,1.5000499999999997,1.5000499999999997,2.250025,0.7500749999999999,855.7800000000001
0.0,1.5000499999999997,1.5000499999999997,2.250025,1.5000499999999997,828.4800000000001
0.0,1.5000499999999997,1.5000499999999997,2.250025,2.250025,804.91
0.0,1.5000499999999997,1.5000499999999997,2.250025,3.0,784.2700000000001
0.0,1.5000499999999997,1.5000499999999997,3.0,9.999999999999999e-05,876.86
0.0,1.5000499999999997,1.5000499999999997,3.0,0.7500749999999999,845.6
0.0,1.5000499999999997,1.5000499999999997,3.0,1.5000499999999997,819.15
0.0,1.5000499999999997,1.5000499999999997,3.0,2.250025,796.2900000000001
0.0,1.5000499999999997,1.5000499999999997,3.0,3.0,776.2700000000001
0.0,1.5000499999999997,2.250025,9.999999999999999e-05,9.999999999999999e-05,999.09
0.0,1.5000499999999997,2.250025,9.999999999999999e-05,0.7500749999999999,947.2900000000001
0.0,1.5000499999999997,2.250025,9.999999999999999e-05,1.5000499999999997,906.63
0.0,1.5000499999999997,2.250025,9.999999999999999e-05,2.250025,873.0100000000001
0.0,1.5000499999999997,2.250025,9.999999999999999e-05,3.0,844.38
0.0,1.5000499999999997,2.250025,0.7500749999999999,9.999999999999999e-05,975.7199999999999
0.0,1.5000499999999997,2.250025,0.7500749999999999,0.7500749999999999,928.2099999999999
0.0,1.5000499999999997,2.250025,0.7500749999999999,1.5000499999999997,890.2400000000001
0.0,1.5000499999999997,2.250025,0.7500749999999999,2.250025,858.5400000000001
0.0,1.5000499999999997,2.250025,0.7500749999999999,3.0,831.41
0.0,1.5000499999999997,2.250025,1.5000499999999997,9.999999999999999e-05,956.0500000000001
0.0,1.5000499999999997,2.250025,1.5000499999999997,0.7500749999999999,911.63
0.0,1.5000499999999997,2.250025,1.5000499999999997,1.5000499999999997,875.7400000000001
0.0,1.5000499999999997,2.250025,1.5000499999999997,2.250025,845.6
0.0,1.5000499999999997,2.250025,1.5000499999999997,3.0,819.7099999999999
0.0,1.5000499999999997,2.250025,2.250025,9.999999999999999e-05,939.34
0.0,1.5000499999999997,2.250025,2.250025,0.7500749999999999,897.1899999999999
0.0,1.5000499999999997,2.250025,2.250025,1.5000499999999997,862.91
0.0,1.5000499999999997,2.250025,2.250025,2.250025,834.0200000000001
0.0,1.5000499999999997,2.250025,2.250025,3.0,809.13
0.0,1.5000499999999997,2.250025,3.0,9.999999999999999e-05,925.13
0.0,1.5000499999999997,2.250025,3.0,0.7500749999999999,884.62
0.0,1.5000499999999997,2.250025,3.0,1.5000499999999997,851.57
0.0,1.5000499999999997,2.250025,3.0,2.250025,823.67
0.0,1.5000499999999997,2.250025,3.0,3.0,799.61
