
 Phase Region for:
     FCC_A1#1                      
 col-1=T, col-2=X(FCC_A1#1,C), col-3=X(FCC_A1#1,CR), col-4=X(FCC_A1#1,FE),
   col-5=X(FCC_A1#1,MN), col-6=X(FCC_A1#1,NI), col-7=X(FCC_A1#1,SI),
   col-8=NP(FCC_A1#1),
   1.17300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.18300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.19300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.20300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.21300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.22300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.23300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.24300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.25300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.26300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.27300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.28300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.29300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.30300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.31300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.32300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.33300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.34300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.35300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.36300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.37300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.38300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.39300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.40300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.41300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.42300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.43300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.44300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.45300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.46300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.47300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00

 Phase Region for:
     FCC_A1#1                      
 col-1=T, col-2=X(FCC_A1#1,C), col-3=X(FCC_A1#1,CR), col-4=X(FCC_A1#1,FE),
   col-5=X(FCC_A1#1,MN), col-6=X(FCC_A1#1,NI), col-7=X(FCC_A1#1,SI),
   col-8=NP(FCC_A1#1),
   1.17300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.16300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.15300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.14300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.13300E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00
   1.13081E+03   3.97211E-02   1.01950E-06   8.69466E-01   1.44741E-02 
    3.38710E-02   4.24673E-02   1.00000E+00

 Phase Region for:
     CEMENTITE                     
     FCC_A1#1                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#1,C), col-9=X(FCC_A1#1,CR), col-10=X(FCC_A1#1,FE),
   col-11=X(FCC_A1#1,MN), col-12=X(FCC_A1#1,NI), col-13=X(FCC_A1#1,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#1),
   1.13081E+03   2.50000E-01   6.43905E-06   7.26747E-01   1.82061E-02 
    5.04096E-03   0.00000E+00   3.97211E-02   1.01950E-06   8.69466E-01 
    1.44741E-02   3.38710E-02   4.24673E-02   5.92444E-08   1.00000E+00
   1.12300E+03   2.50000E-01   6.44580E-06   7.26732E-01   1.83045E-02 
    4.95695E-03   0.00000E+00   3.87526E-02   9.94510E-07   8.70123E-01 
    1.44564E-02   3.40041E-02   4.26629E-02   4.58445E-03   9.95416E-01
   1.11300E+03   2.50000E-01   6.45347E-06   7.26710E-01   1.84336E-02 
    4.84986E-03   0.00000E+00   3.75284E-02   9.62839E-07   8.70954E-01 
    1.44328E-02   3.41736E-02   4.29102E-02   1.03198E-02   9.89680E-01
   1.10300E+03   2.50000E-01   6.46007E-06   7.26684E-01   1.85663E-02 
    4.74325E-03   0.00000E+00   3.63212E-02   9.31536E-07   8.71774E-01 
    1.44079E-02   3.43419E-02   4.31540E-02   1.59112E-02   9.84089E-01
   1.09300E+03   2.50000E-01   6.46562E-06   7.26654E-01   1.87027E-02 
    4.63715E-03   0.00000E+00   3.51311E-02   9.00623E-07   8.72583E-01 
    1.43818E-02   3.45091E-02   4.33943E-02   2.13618E-02   9.78638E-01
   1.08300E+03   2.50000E-01   6.47015E-06   7.26619E-01   1.88429E-02 
    4.53157E-03   0.00000E+00   3.39583E-02   8.70124E-07   8.73380E-01 
    1.43543E-02   3.46750E-02   4.36312E-02   2.66744E-02   9.73326E-01
   1.07300E+03   2.50000E-01   6.47367E-06   7.26580E-01   1.89869E-02 
