
 Phase Region for:
     FCC_A1#1                      
 col-1=T, col-2=X(FCC_A1#1,C), col-3=X(FCC_A1#1,CR), col-4=X(FCC_A1#1,FE),
   col-5=X(FCC_A1#1,MN), col-6=X(FCC_A1#1,NI), col-7=X(FCC_A1#1,SI),
   col-8=NP(FCC_A1#1),
   1.17300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.18300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.19300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.20300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.21300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.22300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.23300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.24300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.25300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.26300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.27300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.28300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.29300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.30300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.31300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.32300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.33300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.34300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.35300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.36300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.37300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.38300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.39300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.40300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.41300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.42300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.43300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.44300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.45300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.46300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.47300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00

 Phase Region for:
     FCC_A1#1                      
 col-1=T, col-2=X(FCC_A1#1,C), col-3=X(FCC_A1#1,CR), col-4=X(FCC_A1#1,FE),
   col-5=X(FCC_A1#1,MN), col-6=X(FCC_A1#1,NI), col-7=X(FCC_A1#1,SI),
   col-8=NP(FCC_A1#1),
   1.17300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.16300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.15300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.14300E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00
   1.13747E+03   2.67237E-02   2.57219E-02   8.37212E-01   2.19098E-02 
    4.55754E-02   4.28570E-02   1.00000E+00

 Phase Region for:
     CEMENTITE                     
     FCC_A1#1                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#1,C), col-9=X(FCC_A1#1,CR), col-10=X(FCC_A1#1,FE),
   col-11=X(FCC_A1#1,MN), col-12=X(FCC_A1#1,NI), col-13=X(FCC_A1#1,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#1),
   1.13747E+03   2.50000E-01   1.73259E-01   5.51869E-01   2.12246E-02 
    3.64682E-03   0.00000E+00   2.67237E-02   2.57219E-02   8.37212E-01 
    2.19098E-02   4.55754E-02   4.28570E-02   4.76343E-08   1.00000E+00
   1.13300E+03   2.50000E-01   1.73651E-01   5.51465E-01   2.12816E-02 
    3.60288E-03   0.00000E+00   2.62512E-02   2.54088E-02   8.37817E-01 
    2.19112E-02   4.56642E-02   4.29477E-02   2.11186E-03   9.97888E-01
   1.12300E+03   2.50000E-01   1.74541E-01   5.50541E-01   2.14124E-02 
    3.50530E-03   0.00000E+00   2.52110E-02   2.47136E-02   8.39154E-01 
    2.19132E-02   4.58604E-02   4.31474E-02   6.72950E-03   9.93270E-01
   1.11300E+03   2.50000E-01   1.75451E-01   5.49592E-01   2.15478E-02 
    3.40885E-03   0.00000E+00   2.41955E-02   2.40265E-02   8.40469E-01 
    2.19139E-02   4.60529E-02   4.33423E-02   1.11966E-02   9.88803E-01
   1.10300E+03   2.50000E-01   1.76381E-01   5.48617E-01   2.16882E-02 
    3.31354E-03   0.00000E+00   2.32046E-02   2.33473E-02   8.41761E-01 
    2.19133E-02   4.62415E-02   4.35325E-02   1.55168E-02   9.84483E-01
   1.09300E+03   2.50000E-01   1.77331E-01   5.47616E-01   2.18335E-02 
    3.21941E-03   0.00000E+00   2.22383E-02   2.26762E-02   8.43030E-01 
    2.19114E-02   4.64263E-02   4.37180E-02   1.96935E-02   9.80306E-01
   1.08300E+03   2.50000E-01   1.78299E-01   5.46591E-01   2.19840E-02 
    3.12646E-03   0.00000E+00   2.12965E-02   2.20132E-02   8.44276E-01 
    2.19080E-02   4.66072E-02   4.38987E-02   2.37303E-02   9.76270E-01
   1.07300E+03   2.50000E-01   1.79286E-01   5.45540E-01   2.21398E-02 
    3.03474E-03   0.00000E+00   2.03792E-02   2.13583E-02   8.45500E-01 
    2.19033E-02   4.67842E-02   4.40748E-02   2.76303E-02   9.72370E-01
   1.06300E+03   2.50000E-01   1.80291E-01   5.44464E-01   2.23013E-02 
    2.94425E-03   0.00000E+00   1.94863E-02   2.07116E-02   8.46701E-01 
    2.18971E-02   4.69573E-02   4.42462E-02   3.13969E-02   9.68603E-01
