
 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.18300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.19300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.20300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.21300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.22300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.23300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.24300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.25300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.26300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.27300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.28300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.29300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.30300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.31300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.32300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.33300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.34300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.35300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.36300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.37300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.38300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.39300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.40300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.41300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.42300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.43300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.44300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.45300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.46300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.47300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.16300E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00
   1.16289E+03   1.06821E-04   1.93942E-04   9.53306E-01   1.06996E-02 
    1.71336E-02   1.85596E-02   1.00000E+00

 Phase Region for:
     BCC_A2                        
     FCC_A1#2                      
 col-1=T, col-2=W(BCC_A2,C), col-3=W(BCC_A2,CR), col-4=W(BCC_A2,FE),
   col-5=W(BCC_A2,MN), col-6=W(BCC_A2,NI), col-7=W(BCC_A2,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(BCC_A2), col-15=NP(FCC_A1#2),
   1.16289E+03   6.26961E-06   1.68123E-04   9.63520E-01   5.80838E-03 
    9.23834E-03   2.12587E-02   1.06821E-04   1.93942E-04   9.53306E-01 
    1.06996E-02   1.71336E-02   1.85596E-02   1.23349E-06   9.99999E-01
   1.15300E+03   6.66884E-06   1.70203E-04   9.63261E-01   6.03370E-03 
    9.61412E-03   2.09146E-02   1.20152E-04   1.97102E-04   9.51981E-01 
    1.13207E-02   1.81345E-02   1.82461E-02   1.17730E-01   8.82270E-01
   1.14300E+03   7.13876E-06   1.72283E-04   9.62935E-01   6.27253E-03 
    1.00150E-02   2.05976E-02   1.36178E-04   2.00321E-04   9.50471E-01 
    1.20034E-02   1.92301E-02   1.79594E-02   2.27933E-01   7.72067E-01
   1.13300E+03   7.68389E-06   1.74312E-04   9.62552E-01   6.52054E-03 
    1.04334E-02   2.03120E-02   1.55285E-04   2.03538E-04   9.48787E-01 
    1.27426E-02   2.04090E-02   1.77030E-02   3.28866E-01   6.71134E-01
   1.12300E+03   8.31447E-06   1.76267E-04   9.62117E-01   6.77571E-03 
    1.08658E-02   2.00569E-02   1.78119E-04   2.06735E-04   9.46930E-01 
    1.35397E-02   2.16701E-02   1.74758E-02   4.20442E-01   5.79558E-01
   1.11300E+03   9.04243E-06   1.78127E-04   9.61638E-01   7.03575E-03 
    1.13079E-02   1.98313E-02   2.05473E-04   2.09898E-04   9.44901E-01 
    1.43962E-02   2.30113E-02   1.72765E-02   5.02776E-01   4.97224E-01
   1.10300E+03   9.88142E-06   1.79876E-04   9.61124E-01   7.29817E-03 
    1.17551E-02   1.96334E-02   2.38317E-04   2.13022E-04   9.42703E-01 
    1.53136E-02   2.44295E-02   1.71030E-02   5.76152E-01   4.23848E-01
   1.09300E+03   1.08468E-05   1.81502E-04   9.60584E-01   7.56024E-03 
    1.22022E-02   1.94612E-02   2.77830E-04   2.16108E-04   9.40339E-01 
    1.62934E-02   2.59205E-02   1.69531E-02   6.40980E-01   3.59020E-01
   1.08300E+03   1.19550E-05   1.82994E-04   9.60029E-01   7.81905E-03 
    1.26440E-02   1.93127E-02   3.25424E-04   2.19169E-04   9.37815E-01 
    1.73374E-02   2.74792E-02   1.68241E-02   6.97756E-01   3.02244E-01
   1.07300E+03   1.32228E-05   1.84349E-04   9.59470E-01   8.07152E-03 
    1.30748E-02   1.91858E-02   3.82764E-04   2.22225E-04   9.35134E-01 
    1.84476E-02   2.90996E-02   1.67136E-02   7.47033E-01   2.52967E-01
   1.06300E+03   1.46653E-05   1.85562E-04   9.58918E-01   8.31447E-03 
    1.34890E-02   1.90781E-02   4.51745E-04   2.25308E-04   9.32303E-01 
    1.96268E-02   3.07749E-02   1.66188E-02   7.89398E-01   2.10602E-01
   1.05300E+03   1.62932E-05   1.86635E-04   9.58384E-01   8.54467E-03 
    1.38809E-02   1.89878E-02   5.34435E-04   2.28458E-04   9.29324E-01 
    2.08786E-02   3.24979E-02   1.65370E-02   8.25457E-01   1.74543E-01
