
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   6.71287E-02   4.45868E-02   8.56232E-01   2.70113E-02 
    5.04163E-03   0.00000E+00   9.59383E-03   6.78349E-03   9.11201E-01 
    1.92120E-02   2.99714E-02   2.32384E-02   4.51651E-03   9.95483E-01
   1.18019E+03   6.71280E-02   4.45215E-02   8.56346E-01   2.68877E-02 
    5.11685E-03   0.00000E+00   9.81405E-03   6.92819E-03   9.10990E-01 
    1.92419E-02   2.98760E-02   2.31495E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.18019E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.18300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.19300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.20300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.21300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.22300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.23300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.24300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.25300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.26300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.27300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.28300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.29300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.30300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.31300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.32300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.33300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.34300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.35300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.36300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.37300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.38300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.39300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.40300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.41300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.42300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.43300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.44300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.45300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.46300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00
   1.47300E+03   9.81405E-03   6.92819E-03   9.10990E-01   1.92419E-02 
    2.98760E-02   2.31495E-02   1.00000E+00

 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
