
 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.18300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.19300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.20300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.21300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.22300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.23300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.24300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.25300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.26300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.27300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.28300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.29300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.30300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.31300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.32300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.33300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.34300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.35300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.36300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.37300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.38300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.39300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.40300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.41300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.42300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.43300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.44300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.45300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.46300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.47300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.16300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.15300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.14300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.13300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.12300E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00
   1.11540E+03   9.57038E-03   3.72798E-03   9.49379E-01   1.97555E-02 
    1.22973E-02   5.27033E-03   1.00000E+00

 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.11540E+03   6.70799E-02   3.02802E-02   8.63440E-01   3.74146E-02 
    1.78512E-03   0.00000E+00   9.57038E-03   3.72798E-03   9.49379E-01 
    1.97555E-02   1.22973E-02   5.27033E-03   5.84573E-08   1.00000E+00
   1.11300E+03   6.70800E-02   3.02852E-02   8.63381E-01   3.74779E-02 
    1.77622E-03   0.00000E+00   9.50322E-03   3.69696E-03   9.49479E-01 
    1.97348E-02   1.23096E-02   5.27649E-03   1.39916E-03   9.98601E-01
   1.10300E+03   6.70805E-02   3.03013E-02   8.63133E-01   3.77462E-02 
    1.73923E-03   0.00000E+00   9.22562E-03   3.56868E-03   9.49896E-01 
    1.96477E-02   1.23606E-02   5.30192E-03   7.14750E-03   9.92852E-01
   1.09300E+03   6.70810E-02   3.03096E-02   8.62885E-01   3.80216E-02 
    1.70241E-03   0.00000E+00   8.95167E-03   3.44201E-03   9.50309E-01 
    1.95590E-02   1.24113E-02   5.32703E-03   1.27667E-02   9.87233E-01
   1.08300E+03   6.70814E-02   3.03103E-02   8.62638E-01   3.83043E-02 
    1.66579E-03   0.00000E+00   8.68136E-03   3.31706E-03   9.50719E-01 
    1.94688E-02   1.24616E-02   5.35180E-03   1.82595E-02   9.81740E-01
   1.07300E+03   6.70818E-02   3.03033E-02   8.62391E-01   3.85944E-02 
    1.62935E-03   0.00000E+00   8.41468E-03   3.19395E-03   9.51127E-01 
    1.93769E-02   1.25117E-02   5.37624E-03   2.36288E-02   9.76371E-01
   1.06300E+03   6.70822E-02   3.02889E-02   8.62144E-01   3.88922E-02 
    1.59311E-03   0.00000E+00   8.15165E-03   3.07276E-03   9.51530E-01 
    1.92834E-02   1.25614E-02   5.40034E-03   2.88770E-02   9.71123E-01
   1.05300E+03   6.70826E-02   3.02671E-02   8.61896E-01   3.91977E-02 
    1.55707E-03   0.00000E+00   7.89228E-03   2.95362E-03   9.51931E-01 
    1.91882E-02   1.26107E-02   5.42411E-03   3.40067E-02   9.65993E-01
   1.04300E+03   6.70829E-02   3.02380E-02   8.61647E-01   3.95112E-02 
    1.52124E-03   0.00000E+00   7.63657E-03   2.83660E-03   9.52328E-01 
    1.90912E-02   1.26596E-02   5.44754E-03   3.90201E-02   9.60980E-01
   1.03300E+03   6.70832E-02   3.02020E-02   8.61397E-01   3.98327E-02 
    1.48563E-03   0.00000E+00   7.38452E-03   2.72180E-03   9.52722E-01 
    1.89924E-02   1.27082E-02   5.47064E-03   4.39195E-02   9.56081E-01
   1.02300E+03   6.70834E-02   3.01590E-02   8.61145E-01   4.01625E-02 
    1.45023E-03   0.00000E+00   7.13617E-03   2.60930E-03   9.53113E-01 
    1.88918E-02   1.27564E-02   5.49339E-03   4.87069E-02   9.51293E-01
   1.01300E+03   6.70837E-02   3.01094E-02   8.60891E-01   4.05008E-02 
    1.41505E-03   0.00000E+00   6.89152E-03   2.49918E-03   9.53500E-01 
    1.87892E-02   1.28042E-02   5.51581E-03   5.33844E-02   9.46616E-01
   1.00300E+03   6.70839E-02   3.00534E-02   8.60635E-01   4.08476E-02 
    1.38011E-03   0.00000E+00   6.65058E-03   2.39151E-03   9.53884E-01 
    1.86847E-02   1.28515E-02   5.53789E-03   5.79537E-02   9.42046E-01
   9.93000E+02   6.70841E-02   2.99913E-02   8.60376E-01   4.12033E-02 
    1.34540E-03   0.00000E+00   6.41339E-03   2.28636E-03   9.54264E-01 
    1.85782E-02   1.28985E-02   5.55962E-03   6.24167E-02   9.37583E-01
   9.83000E+02   6.70843E-02   2.99232E-02   8.60114E-01   4.15680E-02 
    1.31094E-03   0.00000E+00   6.17996E-03   2.18378E-03   9.54641E-01 
    1.84697E-02   1.29449E-02   5.58101E-03   6.67749E-02   9.33225E-01
   9.82484E+02   6.70843E-02   2.99195E-02   8.60100E-01   4.15871E-02 
    1.30917E-03   0.00000E+00   6.16802E-03   2.17856E-03   9.54660E-01 
    1.84640E-02   1.29473E-02   5.58211E-03   6.69969E-02   9.33003E-01

 Phase Region for:
     BCC_A2                        
     CEMENTITE                     
     FCC_A1#2                      
