
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   6.68854E-02   4.70656E-04   9.28928E-01   2.01154E-04 
    3.51468E-03   0.00000E+00   1.12888E-02   7.28192E-05   9.60651E-01 
    1.19545E-04   1.73676E-02   1.05008E-02   3.90757E-03   9.96092E-01
   1.17905E+03   6.68853E-02   4.70008E-04   9.28890E-01   2.00489E-04 
    3.55377E-03   0.00000E+00   1.14724E-02   7.41331E-05   9.60546E-01 
    1.19815E-04   1.73218E-02   1.04661E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17905E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.18300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.19300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.20300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.21300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.22300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.23300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.24300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.25300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
   1.26300E+03   1.14724E-02   7.41331E-05   9.60546E-01   1.19815E-04 
    1.73218E-02   1.04661E-02   1.00000E+00
