
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   6.76635E-02   1.49172E-01   7.51289E-01   3.06989E-02 
    1.17717E-03   0.00000E+00   8.83234E-03   2.22634E-02   9.25312E-01 
    2.09458E-02   9.89549E-03   1.27513E-02   5.23281E-03   9.94767E-01
   1.18175E+03   6.76611E-02   1.48735E-01   7.51880E-01   3.05234E-02 
    1.20030E-03   0.00000E+00   9.08853E-03   2.28161E-02   9.24554E-01 
    2.09883E-02   9.85752E-03   1.26958E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.18175E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.18300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.19300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.20300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.21300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.22300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.23300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.24300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.25300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.26300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.27300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.28300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.29300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.30300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.31300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.32300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.33300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.34300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.35300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.36300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.37300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.38300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.39300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.40300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
    9.85752E-03   1.26958E-02   1.00000E+00
   1.41300E+03   9.08853E-03   2.28161E-02   9.24554E-01   2.09883E-02 
