
 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.18300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.19300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.20300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.21300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.22300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.23300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.24300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.25300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.26300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.27300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.28300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.29300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.30300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.31300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.32300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.33300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.34300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.35300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.36300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.37300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.38300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.39300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.40300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.41300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.42300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.43300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.44300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.45300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.46300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.47300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.16300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.15300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.14300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.13300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.12300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.11300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.10300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.09300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.08300E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00
   1.07623E+03   3.70527E-04   2.95983E-02   8.95336E-01   2.53005E-02 
    2.11118E-02   2.82828E-02   1.00000E+00

 Phase Region for:
     BCC_A2                        
     FCC_A1#2                      
 col-1=T, col-2=W(BCC_A2,C), col-3=W(BCC_A2,CR), col-4=W(BCC_A2,FE),
   col-5=W(BCC_A2,MN), col-6=W(BCC_A2,NI), col-7=W(BCC_A2,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(BCC_A2), col-15=NP(FCC_A1#2),
   1.07623E+03   1.43914E-05   2.68894E-02   9.18443E-01   1.28098E-02 
    9.88740E-03   3.19557E-02   3.70527E-04   2.95983E-02   8.95336E-01 
    2.53005E-02   2.11118E-02   2.82828E-02   8.96136E-07   9.99999E-01
   1.07300E+03   1.45099E-05   2.69319E-02   9.18327E-01   1.29066E-02 
    9.97141E-03   3.18488E-02   3.81004E-04   2.96768E-02   8.94659E-01 
    2.56652E-02   2.14396E-02   2.81779E-02   2.86527E-02   9.71347E-01
   1.06300E+03   1.49010E-05   2.70637E-02   9.17939E-01   1.32105E-02 
    1.02380E-02   3.15335E-02   4.16157E-04   2.99235E-02   8.92436E-01 
    2.68517E-02   2.25070E-02   2.78657E-02   1.13944E-01   8.86056E-01
   1.05300E+03   1.53261E-05   2.71942E-02   9.17518E-01   1.35180E-02 
    1.05123E-02   3.12423E-02   4.55736E-04   3.01750E-02   8.90015E-01 
    2.81270E-02   2.36545E-02   2.75728E-02   1.93809E-01   8.06191E-01
   1.04300E+03   1.57822E-05   2.73219E-02   9.17070E-01   1.38259E-02 
    1.07921E-02   3.09748E-02   5.00236E-04   3.04306E-02   8.87389E-01 
