
 Phase Region for:
     FCC_A1#1                      
 col-1=T, col-2=X(FCC_A1#1,C), col-3=X(FCC_A1#1,CR), col-4=X(FCC_A1#1,FE),
   col-5=X(FCC_A1#1,MN), col-6=X(FCC_A1#1,NI), col-7=X(FCC_A1#1,SI),
   col-8=NP(FCC_A1#1),
   1.17300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.18300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.19300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.20300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.21300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.22300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.23300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.24300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.25300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.26300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.27300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.28300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.29300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.30300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.31300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.32300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.33300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.34300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.35300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.36300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.37300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.38300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.39300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.40300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.41300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.42300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.43300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.44300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.45300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.46300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.47300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00

 Phase Region for:
     FCC_A1#1                      
 col-1=T, col-2=X(FCC_A1#1,C), col-3=X(FCC_A1#1,CR), col-4=X(FCC_A1#1,FE),
   col-5=X(FCC_A1#1,MN), col-6=X(FCC_A1#1,NI), col-7=X(FCC_A1#1,SI),
   col-8=NP(FCC_A1#1),
   1.17300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.16300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.15300E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00
   1.14621E+03   3.30262E-02   1.27158E-02   8.31043E-01   2.16616E-02 
    4.50591E-02   5.64947E-02   1.00000E+00

 Phase Region for:
     CEMENTITE                     
     FCC_A1#1                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#1,C), col-9=X(FCC_A1#1,CR), col-10=X(FCC_A1#1,FE),
   col-11=X(FCC_A1#1,MN), col-12=X(FCC_A1#1,NI), col-13=X(FCC_A1#1,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#1),
   1.14621E+03   2.50000E-01   8.25740E-02   6.38961E-01   2.31954E-02 
    5.26978E-03   0.00000E+00   3.30262E-02   1.27158E-02   8.31043E-01 
    2.16616E-02   4.50591E-02   5.64947E-02   5.44525E-08   1.00000E+00
   1.14300E+03   2.50000E-01   8.26387E-02   6.38882E-01   2.32493E-02 
    5.23014E-03   0.00000E+00   3.26480E-02   1.25939E-02   8.31378E-01 
    2.16589E-02   4.51285E-02   5.65932E-02   1.73989E-03   9.98260E-01
   1.13300E+03   2.50000E-01   8.28417E-02   6.38630E-01   2.34209E-02 
    5.10733E-03   0.00000E+00   3.14857E-02   1.22179E-02   8.32409E-01 
    2.16491E-02   4.53427E-02   5.68958E-02   7.04984E-03   9.92950E-01
   1.12300E+03   2.50000E-01   8.30463E-02   6.38370E-01   2.35983E-02 
    4.98551E-03   0.00000E+00   3.03467E-02   1.18472E-02   8.33422E-01 
    2.16377E-02   4.55540E-02   5.71924E-02   1.21988E-02   9.87801E-01
   1.11300E+03   2.50000E-01   8.32523E-02   6.38101E-01   2.37815E-02 
    4.86470E-03   0.00000E+00   2.92309E-02   1.14820E-02   8.34417E-01 
    2.16245E-02   4.57622E-02   5.74829E-02   1.71911E-02   9.82809E-01
   1.10300E+03   2.50000E-01   8.34596E-02   6.37825E-01   2.39708E-02 
    4.74494E-03   0.00000E+00   2.81384E-02   1.11221E-02   8.35395E-01 
    2.16096E-02   4.59672E-02   5.77674E-02   2.20308E-02   9.77969E-01
   1.09300E+03   2.50000E-01   8.36678E-02   6.37540E-01   2.41663E-02 
    4.62623E-03   0.00000E+00   2.70691E-02   1.07677E-02   8.36355E-01 
    2.15929E-02   4.61692E-02   5.80458E-02   2.67218E-02   9.73278E-01
   1.08300E+03   2.50000E-01   8.38767E-02   6.37246E-01   2.43682E-02 
    4.50861E-03   0.00000E+00   2.60229E-02   1.04189E-02   8.37298E-01 
    2.15743E-02   4.63679E-02   5.83182E-02   3.12679E-02   9.68732E-01
   1.07300E+03   2.50000E-01   8.40863E-02   6.36945E-01   2.45768E-02 
    4.39210E-03   0.00000E+00   2.49998E-02   1.00756E-02   8.38223E-01 
    2.15538E-02   4.65635E-02   5.85846E-02   3.56727E-02   9.64327E-01
   1.06300E+03   2.50000E-01   8.42962E-02   6.36635E-01   2.47921E-02 
    4.27672E-03   0.00000E+00   2.39998E-02   9.73793E-03   8.39130E-01 
    2.15314E-02   4.67557E-02   5.88450E-02   3.99397E-02   9.60060E-01
   1.05300E+03   2.50000E-01   8.45063E-02   6.36317E-01   2.50145E-02 
    4.16250E-03   0.00000E+00   2.30228E-02   9.40593E-03   8.40020E-01 
    2.15070E-02   4.69446E-02   5.90994E-02   4.40722E-02   9.55928E-01
   1.04300E+03   2.50000E-01   8.47165E-02   6.35990E-01   2.52441E-02 
    4.04945E-03   0.00000E+00   2.20688E-02   9.07965E-03   8.40893E-01 
    2.14807E-02   4.71301E-02   5.93478E-02   4.80734E-02   9.51927E-01
   1.03300E+03   2.50000E-01   8.49267E-02   6.35655E-01   2.54812E-02 
    3.93760E-03   0.00000E+00   2.11376E-02   8.75914E-03   8.41748E-01 
    2.14523E-02   4.73122E-02   5.95902E-02   5.19464E-02   9.48054E-01
   1.02300E+03   2.50000E-01   8.51366E-02   6.35310E-01   2.57259E-02 
    3.82698E-03   0.00000E+00   2.02293E-02   8.44447E-03   8.42587E-01 
    2.14219E-02   4.74909E-02   5.98267E-02   5.56941E-02   9.44306E-01
   1.01300E+03   2.50000E-01   8.53462E-02   6.34958E-01   2.59787E-02 
    3.71760E-03   0.00000E+00   1.93438E-02   8.13568E-03   8.43408E-01 
    2.13894E-02   4.76661E-02   6.00573E-02   5.93195E-02   9.40681E-01
   1.00300E+03   2.50000E-01   8.55554E-02   6.34595E-01   2.62397E-02 
    3.60948E-03   0.00000E+00   1.84810E-02   7.83283E-03   8.44212E-01 
    2.13547E-02   4.78377E-02   6.02819E-02   6.28252E-02   9.37175E-01
   9.93000E+02   2.50000E-01   8.57642E-02   6.34224E-01   2.65091E-02 
    3.50265E-03   0.00000E+00   1.76408E-02   7.53598E-03   8.44999E-01 
    2.13179E-02   4.80058E-02   6.05007E-02   6.62139E-02   9.33786E-01
   9.83619E+02   2.50000E-01   8.59595E-02   6.33867E-01   2.67699E-02 
    3.40362E-03   0.00000E+00   1.68731E-02   7.26298E-03   8.45722E-01 
    2.12813E-02   4.81602E-02   6.07006E-02   6.92888E-02   9.30711E-01

 Phase Region for:
     BCC_A2                        
     CEMENTITE                     
     FCC_A1#1                      
