
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   6.76927E-02   1.54515E-01   7.47765E-01   2.99468E-02 
    8.07527E-05   0.00000E+00   9.03139E-03   2.32663E-02   9.37091E-01 
    1.94583E-02   6.88153E-04   1.04644E-02   3.89336E-03   9.96107E-01
   1.17945E+03   6.76908E-02   1.54164E-01   7.48249E-01   2.98142E-02 
    8.19021E-05   0.00000E+00   9.22114E-03   2.36909E-02   9.36479E-01 
    1.94922E-02   6.86188E-04   1.04306E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17945E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.18300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.19300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.20300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.21300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.22300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.23300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.24300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.25300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
    6.86188E-04   1.04306E-02   1.00000E+00
   1.26300E+03   9.22114E-03   2.36909E-02   9.36479E-01   1.94922E-02 
