
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   6.75047E-02   1.16447E-01   7.75994E-01   3.75638E-02 
    2.49067E-03   0.00000E+00   1.01562E-02   1.62134E-02   9.31346E-01 
    2.25188E-02   1.93758E-02   3.90335E-04   2.77600E-03   9.97224E-01
   1.17743E+03   6.75040E-02   1.16345E-01   7.76180E-01   3.74581E-02 
    2.51315E-03   0.00000E+00   1.02879E-02   1.64436E-02   9.30989E-01 
    2.25533E-02   1.93370E-02   3.89439E-04   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17743E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.18300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.19300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.20300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.21300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.22300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.23300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.24300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.25300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.26300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.27300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.28300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.29300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
   1.30300E+03   1.02879E-02   1.64436E-02   9.30989E-01   2.25533E-02 
    1.93370E-02   3.89439E-04   1.00000E+00
