
 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.18300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.19300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.20300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.21300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.22300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.23300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.24300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.25300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.26300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.27300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.28300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.29300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.30300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.31300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.32300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.33300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.34300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.35300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.36300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.37300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.38300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.39300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.40300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.41300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.42300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.43300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.44300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.45300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.46300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.47300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.16300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25003E-02   2.25002E-02   1.00000E+00
   1.15300E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00
   1.14616E+03   4.39344E-15   1.00000E-06   9.39998E-01   1.50005E-02 
    2.25002E-02   2.25002E-02   1.00000E+00

 Phase Region for:
     BCC_A2                        
     FCC_A1#2                      
 col-1=T, col-2=W(BCC_A2,C), col-3=W(BCC_A2,CR), col-4=W(BCC_A2,FE),
   col-5=W(BCC_A2,MN), col-6=W(BCC_A2,NI), col-7=W(BCC_A2,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(BCC_A2), col-15=NP(FCC_A1#2),
   1.14615E+03   1.32243E-14   8.72819E-07   9.54940E-01   7.89111E-03 
    1.16360E-02   2.55324E-02   4.39348E-15   1.00000E-06   9.39998E-01 
    1.50005E-02   2.25003E-02   2.25002E-02   1.03253E-06   9.99999E-01
   1.14300E+03   1.32228E-14   8.75665E-07   9.54855E-01   7.96707E-03 
    1.17518E-02   2.54251E-02   5.75850E-15   1.00413E-06   9.39504E-01 
    1.52344E-02   2.28577E-02   2.24030E-02   3.22887E-02   9.67711E-01
   1.13300E+03   1.32185E-14   8.84717E-07   9.54550E-01   8.21542E-03 
    1.21327E-02   2.51009E-02   9.63721E-15   1.01727E-06   9.37817E-01 
    1.60172E-02   2.40538E-02   2.21106E-02   1.30694E-01   8.69306E-01
   1.12300E+03   1.32145E-14   8.93739E-07   9.54191E-01   8.47434E-03 
    1.25330E-02   2.48009E-02   1.33761E-14   1.03037E-06   9.35941E-01 
    1.68658E-02   2.53490E-02   2.18427E-02   2.22859E-01   7.77141E-01
   1.11300E+03   1.32108E-14   9.02640E-07   9.53781E-01   8.74252E-03 
    1.29506E-02   2.45255E-02   1.72295E-14   1.04330E-06   9.33868E-01 
    1.77838E-02   2.67476E-02   2.15995E-02   3.08555E-01   6.91445E-01
   1.10300E+03   1.32074E-14   9.11331E-07   9.53323E-01   9.01841E-03 
    1.33829E-02   2.42743E-02   2.13248E-14   1.05595E-06   9.31589E-01 
    1.87753E-02   2.82535E-02   2.13808E-02   3.87682E-01   6.12318E-01
   1.09300E+03   1.32042E-14   9.19737E-07   9.52825E-01   9.30035E-03 
    1.38271E-02   2.40468E-02   2.57564E-14   1.06821E-06   9.29097E-01 
    1.98449E-02   2.98713E-02   2.11859E-02   4.60255E-01   5.39745E-01
   1.08300E+03   1.32014E-14   9.27789E-07   9.52290E-01   9.58647E-03 
    1.42800E-02   2.38421E-02   3.06091E-14   1.07999E-06   9.26382E-01 
    2.09975E-02   3.16056E-02   2.10139E-02   5.26386E-01   4.73614E-01
   1.07300E+03   1.31988E-14   9.35430E-07   9.51727E-01   9.87478E-03 
    1.47384E-02   2.36590E-02   3.59674E-14   1.09119E-06   9.23434E-01 
    2.22391E-02   3.34617E-02   2.08638E-02   5.86266E-01   4.13734E-01
   1.06300E+03   1.31965E-14   9.42614E-07   9.51141E-01   1.01631E-02 
    1.51984E-02   2.34963E-02   4.19199E-14   1.10174E-06   9.20243E-01 
    2.35764E-02   3.54453E-02   2.07344E-02   6.40145E-01   3.59855E-01
   1.05300E+03   1.31945E-14   9.49306E-07   9.50541E-01   1.04490E-02 
    1.56560E-02   2.33526E-02   4.85611E-14   1.11157E-06   9.16794E-01 
    2.50174E-02   3.75630E-02   2.06245E-02   6.88317E-01   3.11683E-01
   1.04300E+03   1.31927E-14   9.55479E-07   9.49936E-01   1.07299E-02 
    1.61069E-02   2.32265E-02   5.59910E-14   1.12063E-06   9.13072E-01 
    2.65713E-02   3.98225E-02   2.05326E-02   7.31102E-01   2.68898E-01
   1.03300E+03   1.31910E-14   9.61115E-07   9.49333E-01   1.10029E-02 
    1.65464E-02   2.31166E-02   6.43133E-14   1.12887E-06   9.09060E-01 
    2.82492E-02   4.22324E-02   2.04576E-02   7.68831E-01   2.31169E-01
   1.02300E+03   1.31896E-14   9.66204E-07   9.48744E-01   1.12646E-02 
    1.69690E-02   2.30216E-02   7.36297E-14   1.13627E-06   9.04734E-01 
    3.00641E-02   4.48027E-02   2.03982E-02   8.01842E-01   1.98158E-01
   1.01300E+03   1.31884E-14   9.70744E-07   9.48179E-01   1.15112E-02 
    1.73690E-02   2.29401E-02   8.40297E-14   1.14280E-06   9.00069E-01 
    3.20314E-02   4.75449E-02   2.03533E-02   8.30465E-01   1.69535E-01
   1.00300E+03   1.31873E-14   9.74737E-07   9.47650E-01   1.17381E-02 
    1.77396E-02   2.28710E-02   9.55731E-14   1.14844E-06   8.95035E-01 
    3.41697E-02   5.04725E-02   2.03220E-02   8.55016E-01   1.44984E-01
   9.93000E+02   1.31864E-14   9.78193E-07   9.47173E-01   1.19400E-02 
    1.80732E-02   2.28130E-02   1.08264E-13   1.15320E-06   8.89593E-01 
    3.65012E-02   5.36009E-02   2.03034E-02   8.75798E-01   1.24202E-01
   9.83000E+02   1.31857E-14   9.80595E-07   9.46906E-01   1.20417E-02 
    1.82853E-02   2.27660E-02   1.20784E-13   1.15835E-06   8.83629E-01 
    3.91444E-02   5.68937E-02   2.03314E-02   8.91194E-01   1.08806E-01
   9.73000E+02   1.31851E-14   9.82661E-07   9.46707E-01   1.21128E-02 
    1.84519E-02   2.27275E-02   1.34056E-13   1.16265E-06   8.77065E-01 
    4.20890E-02   6.04762E-02   2.03685E-02   9.03996E-01   9.60041E-02
   9.63000E+02   1.31846E-14   9.84742E-07   9.46479E-01   1.22005E-02 
    1.86240E-02   2.26959E-02   1.49025E-13   1.16498E-06   8.69925E-01 
    4.52762E-02   6.44128E-02   2.03850E-02   9.15645E-01   8.43553E-02
   9.53000E+02   1.31842E-14   9.86741E-07   9.46242E-01   1.22955E-02 
    1.87913E-02   2.26705E-02   1.65689E-13   1.16521E-06   8.62197E-01 
    4.87067E-02   6.87163E-02   2.03792E-02   9.25984E-01   7.40161E-02
   9.43000E+02   1.31839E-14   9.88598E-07   9.46013E-01   1.23901E-02 
    1.89455E-02   2.26505E-02   1.84020E-13   1.16329E-06   8.53860E-01 
    5.23834E-02   7.34063E-02   2.03490E-02   9.34983E-01   6.50174E-02
