
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#2,C), col-9=X(FCC_A1#2,CR), col-10=X(FCC_A1#2,FE),
   col-11=X(FCC_A1#2,MN), col-12=X(FCC_A1#2,NI), col-13=X(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   2.50000E-01   1.29669E-01   6.01776E-01   1.56148E-02 
    2.94063E-03   0.00000E+00   3.68536E-02   2.24603E-02   8.67129E-01 
    1.42924E-02   2.88618E-02   3.04026E-02   7.41364E-02   9.25864E-01
   1.18300E+03   2.50000E-01   1.29360E-01   6.02102E-01   1.55301E-02 
    3.00763E-03   0.00000E+00   3.80871E-02   2.31035E-02   8.65570E-01 
    1.43063E-02   2.87068E-02   3.02266E-02   6.87471E-02   9.31253E-01
   1.19300E+03   2.50000E-01   1.29053E-01   6.02423E-01   1.54484E-02 
    3.07514E-03   0.00000E+00   3.93429E-02   2.37539E-02   8.63987E-01 
    1.43191E-02   2.85500E-02   3.00475E-02   6.31955E-02   9.36805E-01
   1.20300E+03   2.50000E-01   1.28749E-01   6.02738E-01   1.53696E-02 
    3.14314E-03   0.00000E+00   4.06211E-02   2.44114E-02   8.62380E-01 
    1.43307E-02   2.83913E-02   2.98652E-02   5.74767E-02   9.42523E-01
   1.21300E+03   2.50000E-01   1.28447E-01   6.03048E-01   1.52935E-02 
    3.21164E-03   0.00000E+00   4.19216E-02   2.50759E-02   8.60751E-01 
    1.43413E-02   2.82307E-02   2.96797E-02   5.15859E-02   9.48414E-01
   1.22300E+03   2.50000E-01   1.28148E-01   6.03351E-01   1.52202E-02 
    3.28061E-03   0.00000E+00   4.32445E-02   2.57473E-02   8.59098E-01 
    1.43509E-02   2.80684E-02   2.94910E-02   4.55177E-02   9.54482E-01
   1.23300E+03   2.50000E-01   1.27853E-01   6.03648E-01   1.51495E-02 
    3.35004E-03   0.00000E+00   4.45897E-02   2.64256E-02   8.57422E-01 
    1.43594E-02   2.79042E-02   2.92991E-02   3.92669E-02   9.60733E-01
   1.24300E+03   2.50000E-01   1.27562E-01   6.03937E-01   1.50815E-02 
    3.41991E-03   0.00000E+00   4.59573E-02   2.71108E-02   8.55722E-01 
    1.43670E-02   2.77384E-02   2.91041E-02   3.28275E-02   9.67172E-01
   1.25300E+03   2.50000E-01   1.27275E-01   6.04219E-01   1.50161E-02 
    3.49022E-03   0.00000E+00   4.73473E-02   2.78028E-02   8.54000E-01 
    1.43736E-02   2.75708E-02   2.89058E-02   2.61937E-02   9.73806E-01
   1.26300E+03   2.50000E-01   1.26993E-01   6.04493E-01   1.49532E-02 
    3.56096E-03   0.00000E+00   4.87597E-02   2.85017E-02   8.52253E-01 
    1.43793E-02   2.74016E-02   2.87043E-02   1.93590E-02   9.80641E-01
   1.27300E+03   2.50000E-01   1.26717E-01   6.04758E-01   1.48928E-02 
    3.63209E-03   0.00000E+00   5.01945E-02   2.92073E-02   8.50484E-01 
    1.43842E-02   2.72307E-02   2.84997E-02   1.23169E-02   9.87683E-01
   1.28300E+03   2.50000E-01   1.26447E-01   6.05014E-01   1.48348E-02 
    3.70363E-03   0.00000E+00   5.16518E-02   2.99199E-02   8.48690E-01 
    1.43882E-02   2.70583E-02   2.82918E-02   5.06034E-03   9.94940E-01
   1.28980E+03   2.50000E-01   1.26268E-01   6.05183E-01   1.47968E-02 
    3.75248E-03   0.00000E+00   5.26555E-02   3.04084E-02   8.47457E-01 
    1.43905E-02   2.69401E-02   2.81486E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=X(FCC_A1#2,C), col-3=X(FCC_A1#2,CR), col-4=X(FCC_A1#2,FE),
   col-5=X(FCC_A1#2,MN), col-6=X(FCC_A1#2,NI), col-7=X(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.28980E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.29300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.30300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.31300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.32300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.33300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.34300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.35300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.36300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.37300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.38300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.39300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.40300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.41300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.42300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.43300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.44300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
   1.45300E+03   5.26555E-02   3.04084E-02   8.47457E-01   1.43905E-02 
    2.69401E-02   2.81486E-02   1.00000E+00
