
 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.18300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.19300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.20300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.21300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.22300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.23300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.24300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.25300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.26300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.27300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.28300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.29300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.30300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.31300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.32300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.33300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.34300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.35300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.36300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.37300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.38300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.39300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.40300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.41300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.42300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.43300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.44300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.45300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.46300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.47300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.16300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.15300E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00
   1.15053E+03   9.38033E-03   1.13928E-02   9.27145E-01   2.97689E-02 
    1.22590E-02   1.00535E-02   1.00000E+00

 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.15053E+03   6.73473E-02   8.15763E-02   8.00677E-01   4.88145E-02 
    1.58461E-03   0.00000E+00   9.38033E-03   1.13928E-02   9.27145E-01 
    2.97689E-02   1.22590E-02   1.00535E-02   5.99126E-08   1.00000E+00
   1.14300E+03   6.73483E-02   8.17060E-02   8.00314E-01   4.90730E-02 
    1.55891E-03   0.00000E+00   9.16351E-03   1.11298E-02   9.27620E-01 
    2.96967E-02   1.22990E-02   1.00911E-02   4.46692E-03   9.95533E-01
   1.13300E+03   6.73497E-02   8.18702E-02   7.99829E-01   4.94256E-02 
    1.52499E-03   0.00000E+00   8.87956E-03   1.07840E-02   9.28245E-01 
    2.95991E-02   1.23517E-02   1.01403E-02   1.02669E-02   9.89733E-01
   1.12300E+03   6.73509E-02   8.20252E-02   7.99343E-01   4.97890E-02 
    1.49133E-03   0.00000E+00   8.60020E-03   1.04423E-02   9.28865E-01 
    2.94995E-02   1.24039E-02   1.01888E-02   1.59183E-02   9.84082E-01
   1.11300E+03   6.73522E-02   8.21708E-02   7.98856E-01   5.01635E-02 
    1.45793E-03   0.00000E+00   8.32542E-03   1.01049E-02   9.29480E-01 
    2.93978E-02   1.24555E-02   1.02364E-02   2.14248E-02   9.78575E-01
   1.10300E+03   6.73534E-02   8.23068E-02   7.98366E-01   5.05492E-02 
    1.42480E-03   0.00000E+00   8.05522E-03   9.77189E-03   9.30089E-01 
    2.92939E-02   1.25066E-02   1.02833E-02   2.67899E-02   9.73210E-01
   1.09300E+03   6.73546E-02   8.24330E-02   7.97874E-01   5.09464E-02 
    1.39193E-03   0.00000E+00   7.78957E-03   9.44352E-03   9.30693E-01 
    2.91878E-02   1.25572E-02   1.03294E-02   3.20169E-02   9.67983E-01
   1.08300E+03   6.73557E-02   8.25493E-02   7.97380E-01   5.13554E-02 
    1.35933E-03   0.00000E+00   7.52848E-03   9.11992E-03   9.31290E-01 
    2.90794E-02   1.26072E-02   1.03746E-02   3.71091E-02   9.62891E-01
   1.07300E+03   6.73568E-02   8.26557E-02   7.96884E-01   5.17766E-02 
    1.32701E-03   0.00000E+00   7.27194E-03   8.80123E-03   9.31883E-01 
    2.89686E-02   1.26566E-02   1.04191E-02   4.20695E-02   9.57931E-01
   1.06300E+03   6.73578E-02   8.27521E-02   7.96386E-01   5.22095E-02 
    1.29499E-03   0.00000E+00   7.01996E-03   8.48763E-03   9.32469E-01 
    2.88553E-02   1.27054E-02   1.04628E-02   4.69006E-02   9.53099E-01
   1.05300E+03   6.73589E-02   8.28385E-02   7.95884E-01   5.26556E-02 
    1.26324E-03   0.00000E+00   6.77249E-03   8.17922E-03   9.33050E-01 
    2.87395E-02   1.27536E-02   1.05057E-02   5.16060E-02   9.48394E-01
   1.04300E+03   6.73599E-02   8.29148E-02   7.95379E-01   5.31148E-02 
    1.23177E-03   0.00000E+00   6.52957E-03   7.87617E-03   9.33624E-01 
    2.86210E-02   1.28012E-02   1.05478E-02   5.61879E-02   9.43812E-01
   1.03300E+03   6.73608E-02   8.29810E-02   7.94870E-01   5.35873E-02 
    1.20060E-03   0.00000E+00   6.29116E-03   7.57862E-03   9.34193E-01 
    2.84999E-02   1.28482E-02   1.05891E-02   6.06489E-02   9.39351E-01
   1.02300E+03   6.73617E-02   8.30374E-02   7.94358E-01   5.40735E-02 
    1.16973E-03   0.00000E+00   6.05729E-03   7.28670E-03   9.34756E-01 
    2.83760E-02   1.28945E-02   1.06297E-02   6.49915E-02   9.35008E-01
   1.01300E+03   6.73626E-02   8.30838E-02   7.93841E-01   5.45737E-02 
    1.13916E-03   0.00000E+00   5.82794E-03   7.00052E-03   9.35313E-01 
    2.82492E-02   1.29403E-02   1.06694E-02   6.92181E-02   9.30782E-01
   1.00300E+03   6.73635E-02   8.31205E-02   7.93319E-01   5.50882E-02 
    1.10890E-03   0.00000E+00   5.60311E-03   6.72022E-03   9.35863E-01 
    2.81195E-02   1.29854E-02   1.07084E-02   7.33308E-02   9.26669E-01
   9.93000E+02   6.73643E-02   8.31476E-02   7.92792E-01   5.56175E-02 
    1.07895E-03   0.00000E+00   5.38281E-03   6.44589E-03   9.36408E-01 
    2.79869E-02   1.30298E-02   1.07466E-02   7.73318E-02   9.22668E-01
   9.83713E+02   6.73650E-02   8.31644E-02   7.92297E-01   5.61226E-02 
    1.05142E-03   0.00000E+00   5.18227E-03   6.19657E-03   9.36908E-01 
    2.78609E-02   1.30704E-02   1.07814E-02   8.09493E-02   9.19051E-01

 Phase Region for:
     BCC_A2                        
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(BCC_A2,C), col-3=W(BCC_A2,CR), col-4=W(BCC_A2,FE),
   col-5=W(BCC_A2,MN), col-6=W(BCC_A2,NI), col-7=W(BCC_A2,SI),
   col-8=W(CEMENTITE,C), col-9=W(CEMENTITE,CR), col-10=W(CEMENTITE,FE),
   col-11=W(CEMENTITE,MN), col-12=W(CEMENTITE,NI), col-13=W(CEMENTITE,SI),
   col-14=W(FCC_A1#2,C), col-15=W(FCC_A1#2,CR), col-16=W(FCC_A1#2,FE),
   col-17=W(FCC_A1#2,MN), col-18=W(FCC_A1#2,NI), col-19=W(FCC_A1#2,SI),
