
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=W(CEMENTITE,C), col-3=W(CEMENTITE,CR), col-4=W(CEMENTITE,FE),
   col-5=W(CEMENTITE,MN), col-6=W(CEMENTITE,NI), col-7=W(CEMENTITE,SI),
   col-8=W(FCC_A1#2,C), col-9=W(FCC_A1#2,CR), col-10=W(FCC_A1#2,FE),
   col-11=W(FCC_A1#2,MN), col-12=W(FCC_A1#2,NI), col-13=W(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   6.76008E-02   1.35547E-01   7.56750E-01   3.79294E-02 
    2.17271E-03   0.00000E+00   8.60729E-03   2.01551E-02   9.08981E-01 
    2.70635E-02   1.77653E-02   1.74281E-02   3.66161E-03   9.96338E-01
   1.17921E+03   6.75992E-02   1.35286E-01   7.57135E-01   3.77756E-02 
    2.20335E-03   0.00000E+00   8.78775E-03   2.05081E-02   9.08515E-01 
    2.70967E-02   1.77176E-02   1.73748E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=W(FCC_A1#2,C), col-3=W(FCC_A1#2,CR), col-4=W(FCC_A1#2,FE),
   col-5=W(FCC_A1#2,MN), col-6=W(FCC_A1#2,NI), col-7=W(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17921E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.18300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.19300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.20300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.21300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.22300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.23300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.24300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.25300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.26300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.27300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.28300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.29300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.30300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.31300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.32300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
   1.33300E+03   8.78775E-03   2.05081E-02   9.08515E-01   2.70967E-02 
    1.77176E-02   1.73748E-02   1.00000E+00
