
 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#2,C), col-9=X(FCC_A1#2,CR), col-10=X(FCC_A1#2,FE),
   col-11=X(FCC_A1#2,MN), col-12=X(FCC_A1#2,NI), col-13=X(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.17300E+03   2.50000E-01   1.33748E-01   5.79501E-01   3.42266E-02 
    2.52453E-03   0.00000E+00   3.92526E-02   2.27165E-02   8.66829E-01 
    2.92738E-02   2.75356E-02   1.43924E-02   4.49465E-03   9.95505E-01
   1.18057E+03   2.50000E-01   1.33472E-01   5.79886E-01   3.40727E-02 
    2.56861E-03   0.00000E+00   4.01999E-02   2.32155E-02   8.65538E-01 
    2.92961E-02   2.74232E-02   1.43277E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=X(FCC_A1#2,C), col-3=X(FCC_A1#2,CR), col-4=X(FCC_A1#2,FE),
   col-5=X(FCC_A1#2,MN), col-6=X(FCC_A1#2,NI), col-7=X(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.18057E+03   4.01999E-02   2.32155E-02   8.65538E-01   2.92961E-02 
    2.74232E-02   1.43277E-02   1.00000E+00
   1.18300E+03   4.01999E-02   2.32155E-02   8.65538E-01   2.92961E-02 
    2.74232E-02   1.43277E-02   1.00000E+00
   1.19300E+03   4.01999E-02   2.32155E-02   8.65538E-01   2.92961E-02 
    2.74232E-02   1.43277E-02   1.00000E+00
   1.20300E+03   4.01999E-02   2.32155E-02   8.65538E-01   2.92961E-02 
    2.74232E-02   1.43277E-02   1.00000E+00
   1.21300E+03   4.01999E-02   2.32155E-02   8.65538E-01   2.92961E-02 
