
 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=X(FCC_A1#2,C), col-3=X(FCC_A1#2,CR), col-4=X(FCC_A1#2,FE),
   col-5=X(FCC_A1#2,MN), col-6=X(FCC_A1#2,NI), col-7=X(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.18300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.19300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.20300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.21300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.22300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.23300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.24300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.25300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.26300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.27300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.28300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.29300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.30300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.31300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.32300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.33300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.34300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.35300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.36300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.37300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.38300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.39300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.40300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.41300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.42300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.43300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.44300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.45300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.46300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.47300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00

 Phase Region for:
     FCC_A1#2                      
 col-1=T, col-2=X(FCC_A1#2,C), col-3=X(FCC_A1#2,CR), col-4=X(FCC_A1#2,FE),
   col-5=X(FCC_A1#2,MN), col-6=X(FCC_A1#2,NI), col-7=X(FCC_A1#2,SI),
   col-8=NP(FCC_A1#2),
   1.17300E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.17290E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00
   1.16740E+03   3.31921E-02   2.55582E-02   8.54252E-01   2.17704E-02 
    2.26431E-02   4.25843E-02   1.00000E+00

 Phase Region for:
     CEMENTITE                     
     FCC_A1#2                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#2,C), col-9=X(FCC_A1#2,CR), col-10=X(FCC_A1#2,FE),
   col-11=X(FCC_A1#2,MN), col-12=X(FCC_A1#2,NI), col-13=X(FCC_A1#2,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#2),
   1.16740E+03   2.50000E-01   1.47947E-01   5.76725E-01   2.31759E-02 
    2.15223E-03   0.00000E+00   3.31920E-02   2.55582E-02   8.54252E-01 
    2.17704E-02   2.26431E-02   4.25843E-02   5.46484E-08   1.00000E+00
   1.16300E+03   2.50000E-01   1.48212E-01   5.76416E-01   2.32425E-02 
    2.12941E-03   0.00000E+00   3.26730E-02   2.52646E-02   8.54917E-01 
    2.17669E-02   2.26923E-02   4.26863E-02   2.38844E-03   9.97612E-01
   1.15300E+03   2.50000E-01   1.48825E-01   5.75700E-01   2.33977E-02 
    2.07788E-03   0.00000E+00   3.15103E-02   2.46021E-02   8.56413E-01 
    2.17578E-02   2.28027E-02   4.29146E-02   7.69713E-03   9.92303E-01
   1.14300E+03   2.50000E-01   1.49449E-01   5.74966E-01   2.35585E-02 
    2.02682E-03   0.00000E+00   3.03712E-02   2.39463E-02   8.57886E-01 
    2.17471E-02   2.29114E-02   4.31384E-02   1.28436E-02   9.87156E-01
   1.13300E+03   2.50000E-01   1.50083E-01   5.74216E-01   2.37249E-02 
    1.97624E-03   0.00000E+00   2.92557E-02   2.32974E-02   8.59336E-01 
    2.17349E-02   2.30184E-02   4.33575E-02   1.78321E-02   9.82168E-01
   1.12300E+03   2.50000E-01   1.50728E-01   5.73448E-01   2.38973E-02 
    1.92617E-03   0.00000E+00   2.81638E-02   2.26553E-02   8.60764E-01 
    2.17211E-02   2.31236E-02   4.35719E-02   2.26665E-02   9.77333E-01
   1.11300E+03   2.50000E-01   1.51383E-01   5.72665E-01   2.40757E-02 
    1.87660E-03   0.00000E+00   2.70955E-02   2.20201E-02   8.62170E-01 
    2.17056E-02   2.32271E-02   4.37818E-02   2.73506E-02   9.72649E-01
   1.10300E+03   2.50000E-01   1.52048E-01   5.71864E-01   2.42604E-02 
    1.82756E-03   0.00000E+00   2.60507E-02   2.13919E-02   8.63553E-01 
    2.16884E-02   2.33288E-02   4.39870E-02   3.18881E-02   9.68112E-01
   1.09300E+03   2.50000E-01   1.52721E-01   5.71048E-01   2.44516E-02 
    1.77905E-03   0.00000E+00   2.50295E-02   2.07707E-02   8.64914E-01 
    2.16695E-02   2.34286E-02   4.41875E-02   3.62826E-02   9.63717E-01
   1.08300E+03   2.50000E-01   1.53404E-01   5.70216E-01   2.46495E-02 
    1.73107E-03   0.00000E+00   2.40319E-02   2.01568E-02   8.66252E-01 
    2.16488E-02   2.35267E-02   4.43835E-02   4.05373E-02   9.59463E-01
   1.07300E+03   2.50000E-01   1.54094E-01   5.69368E-01   2.48544E-02 
    1.68365E-03   0.00000E+00   2.30578E-02   1.95501E-02   8.67568E-01 
    2.16263E-02   2.36229E-02   4.45748E-02   4.46558E-02   9.55344E-01
   1.06300E+03   2.50000E-01   1.54793E-01   5.68504E-01   2.50664E-02 
    1.63680E-03   0.00000E+00   2.21071E-02   1.89507E-02   8.68862E-01 
    2.16019E-02   2.37172E-02   4.47615E-02   4.86410E-02   9.51359E-01
