
 Phase Region for:
     CEMENTITE                     
     FCC_A1#1                      
 col-1=T, col-2=X(CEMENTITE,C), col-3=X(CEMENTITE,CR), col-4=X(CEMENTITE,FE),
   col-5=X(CEMENTITE,MN), col-6=X(CEMENTITE,NI), col-7=X(CEMENTITE,SI),
   col-8=X(FCC_A1#1,C), col-9=X(FCC_A1#1,CR), col-10=X(FCC_A1#1,FE),
   col-11=X(FCC_A1#1,MN), col-12=X(FCC_A1#1,NI), col-13=X(FCC_A1#1,SI),
   col-14=NP(CEMENTITE), col-15=NP(FCC_A1#1),
   1.17300E+03   2.50000E-01   1.44176E-01   5.73282E-01   3.02634E-02 
    2.27908E-03   0.00000E+00   3.23252E-02   2.50311E-02   8.34749E-01 
    2.88159E-02   2.25405E-02   5.65378E-02   2.89613E-03   9.97104E-01
   1.17834E+03   2.50000E-01   1.43878E-01   5.73664E-01   3.01504E-02 
    2.30787E-03   0.00000E+00   3.29556E-02   2.53762E-02   8.33992E-01 
    2.88201E-02   2.24819E-02   5.63740E-02   0.00000E+00   1.00000E+00

 Phase Region for:
     FCC_A1#1                      
 col-1=T, col-2=X(FCC_A1#1,C), col-3=X(FCC_A1#1,CR), col-4=X(FCC_A1#1,FE),
   col-5=X(FCC_A1#1,MN), col-6=X(FCC_A1#1,NI), col-7=X(FCC_A1#1,SI),
   col-8=NP(FCC_A1#1),
   1.17834E+03   3.29556E-02   2.53762E-02   8.33992E-01   2.88201E-02 
    2.24819E-02   5.63740E-02   1.00000E+00
   1.18300E+03   3.29556E-02   2.53762E-02   8.33992E-01   2.88201E-02 
    2.24819E-02   5.63740E-02   1.00000E+00
   1.19300E+03   3.29556E-02   2.53762E-02   8.33992E-01   2.88201E-02 
    2.24819E-02   5.63740E-02   1.00000E+00
   1.20300E+03   3.29556E-02   2.53762E-02   8.33992E-01   2.88201E-02 
    2.24819E-02   5.63740E-02   1.00000E+00
   1.21300E+03   3.29556E-02   2.53762E-02   8.33992E-01   2.88201E-02 
    2.24819E-02   5.63740E-02   1.00000E+00
   1.22300E+03   3.29556E-02   2.53762E-02   8.33992E-01   2.88201E-02 
    2.24819E-02   5.63740E-02   1.00000E+00
   1.23300E+03   3.29556E-02   2.53762E-02   8.33992E-01   2.88201E-02 
    2.24819E-02   5.63740E-02   1.00000E+00
   1.24300E+03   3.29556E-02   2.53762E-02   8.33992E-01   2.88201E-02 
    2.24819E-02   5.63740E-02   1.00000E+00
